"","Species","D","Dplus","EDplus","sd.Dplus","ll_Dplus","ul_Dplus","Lambda","z(Delta+)","Pr(>|z|)","ELambda","sd.Lambda"
"242","Anthobothrium lyndoni",3,61.1111111111111,76.2082851703737,8.41136165847002,59.3855618534337,93.0310084873138,61.7283950617284,-1.79485494409341,0.0726768140998481,165.5172,142.884427232729
"243","Anthobothrium oligorchidum",2,50,76.2082851703737,12.9181186540783,50.3720478622172,102.04452247853,0,-2.02880046794583,0.0424786176271213,165.5172,193.408765709372
"244","Anthobothrium pristis",3,16.6666666666667,76.2082851703737,8.41136165847002,59.3855618534337,93.0310084873138,0,-7.07871340233603,1.45498936821963e-12,165.5172,142.884427232729
"245","Anthobothrium pteroplateae",2,66.6666666666667,76.2082851703737,12.9181186540783,50.3720478622172,102.04452247853,0,-0.738622918647275,0.460136003407059,165.5172,193.408765709372
"246","Anthobothrium quadribothria",2,66.6666666666667,76.2082851703737,12.9181186540783,50.3720478622172,102.04452247853,0,-0.738622918647275,0.460136003407059,165.5172,193.408765709372
"247","Anthobothrium septatum",3,61.1111111111111,76.2082851703737,8.41136165847002,59.3855618534337,93.0310084873138,61.7283950617284,-1.79485494409341,0.0726768140998481,165.5172,142.884427232729
"248","Anthobothrium spinosum",10,51.1111111111111,76.2082851703737,3.42512912367898,69.3580269230158,83.0585434177317,313.580246913581,-7.32736581688499,2.34720485515076e-13,165.5172,61.3731149970728
"249","Anthobothrium taeniuri",2,50,76.2082851703737,12.9181186540783,50.3720478622172,102.04452247853,0,-2.02880046794583,0.0424786176271213,165.5172,193.408765709372
"250","Anthobothrium variabile",7,57.9365079365079,76.2082851703737,4.32629458636138,67.555695997651,84.8608743430965,228.017132779038,-4.2234241957234,2.40618325062927e-05,165.5172,71.9740222480321
"251","Anthobothrium veravalensis",2,33.3333333333333,76.2082851703737,12.9181186540783,50.3720478622172,102.04452247853,0,-3.31897801724439,0.000903475414797692,165.5172,193.408765709372
"252","Anthocephalum alicae",2,66.6666666666667,76.2082851703737,12.9181186540783,50.3720478622172,102.04452247853,0,-0.738622918647275,0.460136003407059,165.5172,193.408765709372
"253","Anthocephalum cairae",2,50,76.2082851703737,12.9181186540783,50.3720478622172,102.04452247853,0,-2.02880046794583,0.0424786176271213,165.5172,193.408765709372
"254","Anthocephalum centrurum",7,56.3492063492063,76.2082851703737,4.32629458636138,67.555695997651,84.8608743430965,277.147896195515,-4.59032052134708,4.42565870433384e-06,165.5172,71.9740222480321
"255","Anthocephalum currani",4,55.5555555555556,76.2082851703737,6.55182138438565,63.1046424016024,89.311927939145,154.320987654321,-3.15221194277945,0.00162038612143325,165.5172,102.539044612137
"256","Anthocephalum decrisantisorum",2,33.3333333333333,76.2082851703737,12.9181186540783,50.3720478622172,102.04452247853,0,-3.31897801724439,0.000903475414797692,165.5172,193.408765709372
"257","Anthocephalum duszynskii",3,38.8888888888889,76.2082851703737,8.41136165847002,59.3855618534337,93.0310084873138,246.913580246914,-4.43678417321472,9.13127643578341e-06,165.5172,142.884427232729
"258","Anthocephalum gracile",5,53.3333333333333,76.2082851703737,5.50266560102197,65.2029539683298,87.2136163724177,211.111111111111,-4.15706740980081,3.22358895819729e-05,165.5172,89.9565888145423
"259","Anthocephalum healyae",3,27.7777777777778,76.2082851703737,8.41136165847002,59.3855618534337,93.0310084873138,61.7283950617285,-5.75774878777537,8.52430834351451e-09,165.5172,142.884427232729
"260","Anthocephalum hobergi",3,55.5555555555555,76.2082851703737,8.41136165847002,59.3855618534337,93.0310084873138,246.913580246914,-2.45533725137374,0.0140752470323139,165.5172,142.884427232729
"261","Anthocephalum jensenae",2,66.6666666666667,76.2082851703737,12.9181186540783,50.3720478622172,102.04452247853,0,-0.738622918647275,0.460136003407059,165.5172,193.408765709372
"262","Anthocephalum kingae",3,61.1111111111111,76.2082851703737,8.41136165847002,59.3855618534337,93.0310084873138,61.7283950617284,-1.79485494409341,0.0726768140998481,165.5172,142.884427232729
"263","Anthocephalum lukei",2,66.6666666666667,76.2082851703737,12.9181186540783,50.3720478622172,102.04452247853,0,-0.738622918647275,0.460136003407059,165.5172,193.408765709372
"264","Anthocephalum meadowsi",2,66.6666666666667,76.2082851703737,12.9181186540783,50.3720478622172,102.04452247853,0,-0.738622918647275,0.460136003407059,165.5172,193.408765709372
"265","Anthocephalum michaeli",3,61.1111111111111,76.2082851703737,8.41136165847002,59.3855618534337,93.0310084873138,61.7283950617284,-1.79485494409341,0.0726768140998481,165.5172,142.884427232729
"266","Anthocephalum odonnellae",2,66.6666666666667,76.2082851703737,12.9181186540783,50.3720478622172,102.04452247853,0,-0.738622918647275,0.460136003407059,165.5172,193.408765709372
"267","Anthocephalum papefayei",2,66.6666666666667,76.2082851703737,12.9181186540783,50.3720478622172,102.04452247853,0,-0.738622918647275,0.460136003407059,165.5172,193.408765709372
"268","Anthocephalum philruschi",2,16.6666666666667,76.2082851703737,12.9181186540783,50.3720478622172,102.04452247853,0,-4.60915556654295,4.04307733983916e-06,165.5172,193.408765709372
"269","Anthocephalum siedleckii",2,33.3333333333333,76.2082851703737,12.9181186540783,50.3720478622172,102.04452247853,0,-3.31897801724439,0.000903475414797692,165.5172,193.408765709372
"270","Anthocephalum wedli",2,66.6666666666667,76.2082851703737,12.9181186540783,50.3720478622172,102.04452247853,0,-0.738622918647275,0.460136003407059,165.5172,193.408765709372
"271","Anthosoma crassum",16,64.7222222222222,76.2082851703737,2.57513031456249,71.0580245412488,81.3585457994987,213.811728395063,-4.46038124097926,8.18139848518555e-06,165.5172,46.9307933474142
"272","Aploparaksis borealis",3,61.1111111111111,76.2082851703737,8.41136165847002,59.3855618534337,93.0310084873138,61.7283950617284,-1.79485494409341,0.0726768140998481,165.5172,142.884427232729
"273","Aploparaksis larina",2,16.6666666666667,76.2082851703737,12.9181186540783,50.3720478622172,102.04452247853,0,-4.60915556654295,4.04307733983916e-06,165.5172,193.408765709372
"274","Aploparaksis rissae",2,50,76.2082851703737,12.9181186540783,50.3720478622172,102.04452247853,0,-2.02880046794583,0.0424786176271213,165.5172,193.408765709372
"275","Aporhynchus menezesi",2,66.6666666666667,76.2082851703737,12.9181186540783,50.3720478622172,102.04452247853,0,-0.738622918647275,0.460136003407059,165.5172,193.408765709372
"276","Aporhynchus norvegicus",2,66.6666666666667,76.2082851703737,12.9181186540783,50.3720478622172,102.04452247853,0,-0.738622918647275,0.460136003407059,165.5172,193.408765709372
"277","Aporhynchus pickeringae",2,66.6666666666667,76.2082851703737,12.9181186540783,50.3720478622172,102.04452247853,0,-0.738622918647275,0.460136003407059,165.5172,193.408765709372
"278","Aporhynchus tasmaniensis",6,53.3333333333333,76.2082851703737,4.81634947650034,66.5755862173731,85.8409841233744,488.888888888888,-4.74943771182938,2.03983010977641e-06,165.5172,80.0147104604748
"279","Ascaris incrassata",2,33.3333333333333,76.2082851703737,12.9181186540783,50.3720478622172,102.04452247853,0,-3.31897801724439,0.000903475414797692,165.5172,193.408765709372
"280","Ascaris succisa",3,50,76.2082851703737,8.41136165847002,59.3855618534337,93.0310084873138,555.555555555556,-3.11581955865406,0.00183434478594995,165.5172,142.884427232729
"281","Asthenocotyle azorensis",2,66.6666666666667,76.2082851703737,12.9181186540783,50.3720478622172,102.04452247853,0,-0.738622918647275,0.460136003407059,165.5172,193.408765709372
"282","Asthenocotyle kaikourensis",2,66.6666666666667,76.2082851703737,12.9181186540783,50.3720478622172,102.04452247853,0,-0.738622918647275,0.460136003407059,165.5172,193.408765709372
"283","Asthenocotyle taranakiensis",4,55.5555555555556,76.2082851703737,6.55182138438565,63.1046424016024,89.311927939145,339.506172839506,-3.15221194277945,0.00162038612143325,165.5172,102.539044612137
"284","Balanobothrium astomum",2,66.6666666666667,76.2082851703737,12.9181186540783,50.3720478622172,102.04452247853,0,-0.738622918647275,0.460136003407059,165.5172,193.408765709372
"285","Balanobothrium dattatrayae",2,33.3333333333333,76.2082851703737,12.9181186540783,50.3720478622172,102.04452247853,0,-3.31897801724439,0.000903475414797692,165.5172,193.408765709372
"286","Balanobothrium parvum",3,66.6666666666667,76.2082851703737,8.41136165847002,59.3855618534337,93.0310084873138,0,-1.13437263681308,0.256638272019242,165.5172,142.884427232729
"287","Balanobothrium shamraoi",2,66.6666666666667,76.2082851703737,12.9181186540783,50.3720478622172,102.04452247853,0,-0.738622918647275,0.460136003407059,165.5172,193.408765709372
"288","Balanobothrium somnathai",2,66.6666666666667,76.2082851703737,12.9181186540783,50.3720478622172,102.04452247853,0,-0.738622918647275,0.460136003407059,165.5172,193.408765709372
"289","Balanobothrium southwelli",2,66.6666666666667,76.2082851703737,12.9181186540783,50.3720478622172,102.04452247853,0,-0.738622918647275,0.460136003407059,165.5172,193.408765709372
"290","Balanobothrium stegostomatis",2,66.6666666666667,76.2082851703737,12.9181186540783,50.3720478622172,102.04452247853,0,-0.738622918647275,0.460136003407059,165.5172,193.408765709372
"291","Balanobothrium tenax",2,66.6666666666667,76.2082851703737,12.9181186540783,50.3720478622172,102.04452247853,0,-0.738622918647275,0.460136003407059,165.5172,193.408765709372
"292","Balanobothrium yamagutii",2,33.3333333333333,76.2082851703737,12.9181186540783,50.3720478622172,102.04452247853,0,-3.31897801724439,0.000903475414797692,165.5172,193.408765709372
"293","Barbeaucestus ralickiae",2,66.6666666666667,76.2082851703737,12.9181186540783,50.3720478622172,102.04452247853,0,-0.738622918647275,0.460136003407059,165.5172,193.408765709372
"294","Barbeaucestus sexorchidus",4,66.6666666666667,76.2082851703737,6.55182138438565,63.1046424016024,89.311927939145,0,-1.45633068179281,0.145301227745541,165.5172,102.539044612137
"295","Barbeaucestus shipleyi",3,55.5555555555555,76.2082851703737,8.41136165847002,59.3855618534337,93.0310084873138,246.913580246914,-2.45533725137374,0.0140752470323139,165.5172,142.884427232729
"296","Bariaka alopiae",3,50,76.2082851703737,8.41136165847002,59.3855618534337,93.0310084873138,555.555555555556,-3.11581955865406,0.00183434478594995,165.5172,142.884427232729
"297","Bathygrillotia rowei",3,77.7777777777778,76.2082851703737,8.41136165847002,59.3855618534337,93.0310084873138,61.7283950617284,0.186591977747575,0.851980557110198,165.5172,142.884427232729
"298","Baylisiella tecta",2,33.3333333333333,76.2082851703737,12.9181186540783,50.3720478622172,102.04452247853,0,-3.31897801724439,0.000903475414797692,165.5172,193.408765709372
"299","Benedeniella macrocolpa",4,55.5555555555556,76.2082851703737,6.55182138438565,63.1046424016024,89.311927939145,339.506172839506,-3.15221194277945,0.00162038612143325,165.5172,102.539044612137
"300","Benedeniella posterocolpa",2,50,76.2082851703737,12.9181186540783,50.3720478622172,102.04452247853,0,-2.02880046794583,0.0424786176271213,165.5172,193.408765709372
"301","Bibursibothrium gouldeni",2,66.6666666666667,76.2082851703737,12.9181186540783,50.3720478622172,102.04452247853,0,-0.738622918647275,0.460136003407059,165.5172,193.408765709372
"302","Biloculuncus dubius",2,66.6666666666667,76.2082851703737,12.9181186540783,50.3720478622172,102.04452247853,0,-0.738622918647275,0.460136003407059,165.5172,193.408765709372
"303","Biloculuncus musteli",2,66.6666666666667,76.2082851703737,12.9181186540783,50.3720478622172,102.04452247853,0,-0.738622918647275,0.460136003407059,165.5172,193.408765709372
"304","Biloculuncus pritchardae",2,66.6666666666667,76.2082851703737,12.9181186540783,50.3720478622172,102.04452247853,0,-0.738622918647275,0.460136003407059,165.5172,193.408765709372
"305","Biotobothrium platyrhina",2,66.6666666666667,76.2082851703737,12.9181186540783,50.3720478622172,102.04452247853,0,-0.738622918647275,0.460136003407059,165.5172,193.408765709372
"306","Biporophyllaeus madrassensis",2,66.6666666666667,76.2082851703737,12.9181186540783,50.3720478622172,102.04452247853,0,-0.738622918647275,0.460136003407059,165.5172,193.408765709372
"307","Bombycirhynchus sphyraeniaicum",2,50,76.2082851703737,12.9181186540783,50.3720478622172,102.04452247853,0,-2.02880046794583,0.0424786176271213,165.5172,193.408765709372
"308","Bothrimonus fallax",4,25,76.2082851703737,6.55182138438565,63.1046424016024,89.311927939145,69.4444444444446,-7.81588541049268,5.45780095133711e-15,165.5172,102.539044612137
"309","Bothrimonus intermedius",2,66.6666666666667,76.2082851703737,12.9181186540783,50.3720478622172,102.04452247853,0,-0.738622918647275,0.460136003407059,165.5172,193.408765709372
"310","Bothrimonus nylandicus",3,38.8888888888889,76.2082851703737,8.41136165847002,59.3855618534337,93.0310084873138,246.913580246914,-4.43678417321472,9.13127643578341e-06,165.5172,142.884427232729
"311","Bothrimonus sturionis",4,47.2222222222222,76.2082851703737,6.55182138438565,63.1046424016024,89.311927939145,408.95061728395,-4.42412288851942,9.68348912403187e-06,165.5172,102.539044612137
"312","Bothriocephalus antarcticus",3,66.6666666666667,76.2082851703737,8.41136165847002,59.3855618534337,93.0310084873138,555.555555555556,-1.13437263681308,0.256638272019243,165.5172,142.884427232729
"313","Bothriocephalus australis",2,16.6666666666667,76.2082851703737,12.9181186540783,50.3720478622172,102.04452247853,0,-4.60915556654295,4.04307733983916e-06,165.5172,193.408765709372
"314","Bothriocephalus carangis",2,33.3333333333333,76.2082851703737,12.9181186540783,50.3720478622172,102.04452247853,0,-3.31897801724439,0.000903475414797692,165.5172,193.408765709372
"315","Bothriocephalus manubriformis",5,38.3333333333333,76.2082851703737,5.50266560102197,65.2029539683298,87.2136163724177,113.888888888889,-6.88301899174215,5.85972116474605e-12,165.5172,89.9565888145423
"316","Bothriocephalus occidentalis",2,50,76.2082851703737,12.9181186540783,50.3720478622172,102.04452247853,0,-2.02880046794583,0.0424786176271213,165.5172,193.408765709372
"317","Bothriocephalus scorpii",26,58.7179487179487,76.2082851703737,1.95057924079429,72.3071266887852,80.1094436519623,154.766600920447,-8.96673976972238,3.0542060468823e-19,165.5172,36.0937881056739
"318","Botulus microporus",6,70,76.2082851703737,4.81634947650034,66.5755862173731,85.8409841233744,340.740740740742,-1.28900222059567,0.197397314584291,165.5172,80.0147104604748
"319","Branchellion lobata",6,60,76.2082851703737,4.81634947650034,66.5755862173731,85.8409841233744,177.777777777779,-3.3652635153359,0.000764705878271994,165.5172,80.0147104604748
"320","Branchellion parkeri",3,77.7777777777778,76.2082851703737,8.41136165847002,59.3855618534337,93.0310084873138,61.7283950617284,0.186591977747575,0.851980557110198,165.5172,142.884427232729
"321","Branchellion ravenelii",7,53.968253968254,76.2082851703737,4.32629458636138,67.555695997651,84.8608743430965,288.48576467624,-5.14066500978259,2.73767773730457e-07,165.5172,71.9740222480321
"322","Branchellion spindolaorum",2,83.3333333333333,76.2082851703737,12.9181186540783,50.3720478622172,102.04452247853,0,0.551554630651285,0.581253527687782,165.5172,193.408765709372
"323","Branchellion torpedinis",10,60.3703703703704,76.2082851703737,3.42512912367898,69.3580269230158,83.0585434177317,89.9862825788764,-4.62403437304332,3.76347459549096e-06,165.5172,61.3731149970728
"324","Branchiopodataenia haldemani",4,25,76.2082851703737,6.55182138438565,63.1046424016024,89.311927939145,69.4444444444446,-7.81588541049268,5.45780095133711e-15,165.5172,102.539044612137
"325","Branchotenthes octohamatus",6,55.5555555555556,76.2082851703737,4.81634947650034,66.5755862173731,85.8409841233744,246.913580246913,-4.28804631299822,1.80251516124347e-05,165.5172,80.0147104604748
"326","Branchotenthes robinoverstreeti",2,66.6666666666667,76.2082851703737,12.9181186540783,50.3720478622172,102.04452247853,0,-0.738622918647275,0.460136003407059,165.5172,193.408765709372
"327","Brianella corniger",8,30.9523809523809,76.2082851703737,3.95545847983292,68.2973682107079,84.1192021300396,34.0136054421771,-11.4413801709036,2.59720602821158e-30,165.5172,66.5371907529903
"328","Cairaeanthus healyae",2,66.6666666666667,76.2082851703737,12.9181186540783,50.3720478622172,102.04452247853,0,-0.738622918647275,0.460136003407059,165.5172,193.408765709372
"329","Cairaeanthus ruhnkei",2,66.6666666666667,76.2082851703737,12.9181186540783,50.3720478622172,102.04452247853,0,-0.738622918647275,0.460136003407059,165.5172,193.408765709372
"330","Calicotyle affinis",4,69.4444444444444,76.2082851703737,6.55182138438565,63.1046424016024,89.311927939145,316.358024691359,-1.03236036654615,0.301903331378294,165.5172,102.539044612137
"331","Calicotyle asterii",4,41.6666666666667,76.2082851703737,6.55182138438565,63.1046424016024,89.311927939145,162.037037037037,-5.27206351901273,1.34898370774101e-07,165.5172,102.539044612137
"332","Calicotyle australis",5,58.3333333333333,76.2082851703737,5.50266560102197,65.2029539683298,87.2136163724177,291.666666666667,-3.24841688248703,0.00116049108080092,165.5172,89.9565888145423
"333","Calicotyle californiensis",2,66.6666666666667,76.2082851703737,12.9181186540783,50.3720478622172,102.04452247853,0,-0.738622918647275,0.460136003407059,165.5172,193.408765709372
"334","Calicotyle inermis",2,66.6666666666667,76.2082851703737,12.9181186540783,50.3720478622172,102.04452247853,0,-0.738622918647275,0.460136003407059,165.5172,193.408765709372
"335","Calicotyle japonica",2,66.6666666666667,76.2082851703737,12.9181186540783,50.3720478622172,102.04452247853,0,-0.738622918647275,0.460136003407059,165.5172,193.408765709372
"336","Calicotyle kroyeri",27,52.8964862298196,76.2082851703737,1.90981912896088,72.388646912452,80.0279234282955,358.023789489444,-12.2062862325806,2.87725375234634e-34,165.5172,35.0931115486714
"337","Calicotyle macrocotyle",4,61.1111111111111,76.2082851703737,6.55182138438565,63.1046424016024,89.311927939145,154.320987654321,-2.30427131228613,0.0212074182857826,165.5172,102.539044612137
"338","Calicotyle palombi",4,58.3333333333333,76.2082851703737,6.55182138438565,63.1046424016024,89.311927939145,347.222222222223,-2.72824162753279,0.00636729488500517,165.5172,102.539044612137
"339","Calicotyle ramsayi",2,66.6666666666667,76.2082851703737,12.9181186540783,50.3720478622172,102.04452247853,0,-0.738622918647275,0.460136003407059,165.5172,193.408765709372
"340","Calicotyle sjegi",2,66.6666666666667,76.2082851703737,12.9181186540783,50.3720478622172,102.04452247853,0,-0.738622918647275,0.460136003407059,165.5172,193.408765709372
"341","Calicotyle splendens",7,69.8412698412698,76.2082851703737,4.32629458636138,67.555695997651,84.8608743430965,280.92718568909,-1.47170175354583,0.141101433876094,165.5172,71.9740222480321
"342","Calicotyle stossichi",6,45.5555555555556,76.2082851703737,4.81634947650034,66.5755862173731,85.8409841233744,572.839506172839,-6.36430760773844,1.96172642045366e-10,165.5172,80.0147104604748
"343","Calicotyle urobati",5,36.6666666666667,76.2082851703737,5.50266560102197,65.2029539683298,87.2136163724177,266.666666666667,-7.18590250084674,6.67646776363217e-13,165.5172,89.9565888145423
"344","Calicotyle urolophi",5,38.3333333333333,76.2082851703737,5.50266560102197,65.2029539683298,87.2136163724177,225,-6.88301899174215,5.85972116474605e-12,165.5172,89.9565888145423
"345","Calicotyle vicina",2,66.6666666666667,76.2082851703737,12.9181186540783,50.3720478622172,102.04452247853,0,-0.738622918647275,0.460136003407059,165.5172,193.408765709372
"346","Caligus chiastos",6,61.1111111111111,76.2082851703737,4.81634947650034,66.5755862173731,85.8409841233744,246.913580246914,-3.13456781592031,0.00172107467508331,165.5172,80.0147104604748
"347","Caligus chrysophrysi",3,50,76.2082851703737,8.41136165847002,59.3855618534337,93.0310084873138,555.555555555556,-3.11581955865406,0.00183434478594995,165.5172,142.884427232729
"348","Caligus coryphaenae",21,59.4444444444444,76.2082851703737,2.20067836871899,71.8069284329358,80.6096419078117,504.717813051147,-7.61757872673031,2.58478265142345e-14,165.5172,39.0900606275997
"349","Caligus curtus",22,69.98556998557,76.2082851703737,2.14321743574207,71.9218502988896,80.4947200418579,193.410085184978,-2.90344557720957,0.00369081111893279,165.5172,38.6410089163401
"350","Caligus dasyaticus",6,52.2222222222222,76.2082851703737,4.81634947650034,66.5755862173731,85.8409841233744,328.395061728395,-4.98013341124496,6.35404555145607e-07,165.5172,80.0147104604748
"351","Caligus elasmobranchi",6,37.7777777777778,76.2082851703737,4.81634947650034,66.5755862173731,85.8409841233744,91.3580246913577,-7.9791775036475,1.47311601542662e-15,165.5172,80.0147104604748
"352","Caligus elongatus",42,69.3379790940766,76.2082851703737,1.49611981842487,73.216045533524,79.2005248072235,134.17264585787,-4.59208279423116,4.38844191968981e-06,165.5172,26.0420255630092
"353","Caligus furcisetifer",3,66.6666666666667,76.2082851703737,8.41136165847002,59.3855618534337,93.0310084873138,0,-1.13437263681308,0.256638272019242,165.5172,142.884427232729
"354","Caligus lessonius",2,66.6666666666667,76.2082851703737,12.9181186540783,50.3720478622172,102.04452247853,0,-0.738622918647275,0.460136003407059,165.5172,193.408765709372
"355","Caligus oculicola",2,83.3333333333333,76.2082851703737,12.9181186540783,50.3720478622172,102.04452247853,0,0.551554630651285,0.581253527687782,165.5172,193.408765709372
"356","Caligus rapax",16,70.2777777777778,76.2082851703737,2.57513031456249,71.0580245412488,81.3585457994987,61.033950617285,-2.30299311807976,0.0212792303030653,165.5172,46.9307933474142
"357","Caligus regalis",4,69.4444444444444,76.2082851703737,6.55182138438565,63.1046424016024,89.311927939145,594.135802469137,-1.03236036654615,0.301903331378294,165.5172,102.539044612137
"358","Calliobdella nodulifera",4,69.4444444444444,76.2082851703737,6.55182138438565,63.1046424016024,89.311927939145,316.358024691359,-1.03236036654615,0.301903331378294,165.5172,102.539044612137
"359","Calliobdella vivida",2,66.6666666666667,76.2082851703737,12.9181186540783,50.3720478622172,102.04452247853,0,-0.738622918647275,0.460136003407059,165.5172,193.408765709372
"360","Calliobothrium australis",2,66.6666666666667,76.2082851703737,12.9181186540783,50.3720478622172,102.04452247853,0,-0.738622918647275,0.460136003407059,165.5172,193.408765709372
"361","Calliobothrium cisloi",2,66.6666666666667,76.2082851703737,12.9181186540783,50.3720478622172,102.04452247853,0,-0.738622918647275,0.460136003407059,165.5172,193.408765709372
"362","Calliobothrium creeveyae",3,55.5555555555555,76.2082851703737,8.41136165847002,59.3855618534337,93.0310084873138,246.913580246914,-2.45533725137374,0.0140752470323139,165.5172,142.884427232729
"363","Calliobothrium eschrichtii",4,16.6666666666667,76.2082851703737,6.55182138438565,63.1046424016024,89.311927939145,0,-9.08779635623266,1.01066618854946e-19,165.5172,102.539044612137
"364","Calliobothrium euzeti",2,66.6666666666667,76.2082851703737,12.9181186540783,50.3720478622172,102.04452247853,0,-0.738622918647275,0.460136003407059,165.5172,193.408765709372
"365","Calliobothrium leuckarti",2,66.6666666666667,76.2082851703737,12.9181186540783,50.3720478622172,102.04452247853,0,-0.738622918647275,0.460136003407059,165.5172,193.408765709372
"366","Calliobothrium nodosum",2,66.6666666666667,76.2082851703737,12.9181186540783,50.3720478622172,102.04452247853,0,-0.738622918647275,0.460136003407059,165.5172,193.408765709372
"367","Calliobothrium shirozame",2,66.6666666666667,76.2082851703737,12.9181186540783,50.3720478622172,102.04452247853,0,-0.738622918647275,0.460136003407059,165.5172,193.408765709372
"368","Calliobothrium tylotocephalum",5,51.6666666666667,76.2082851703737,5.50266560102197,65.2029539683298,87.2136163724177,525,-4.4599509189054,8.19784242944094e-06,165.5172,89.9565888145423
"369","Calliobothrium verticillatum",16,47.3611111111111,76.2082851703737,2.57513031456249,71.0580245412488,81.3585457994987,504.610339506172,-11.2022191250402,3.97645949943126e-29,165.5172,46.9307933474142
"370","Callitetrarhynchus gracilis",64,68.6259920634921,76.2082851703737,1.18849882712819,73.8312875161174,78.5852828246301,338.28516215514,-6.37972283506837,1.77408768893639e-10,165.5172,21.0340741663896
"371","Callitetrarhynchus speciosus",11,73.6363636363636,76.2082851703737,3.2269678367218,69.7543494969301,82.6622208438173,198.898071625345,-0.797008728981588,0.425445961783841,165.5172,57.6614573144021
"372","Callorhynchicola branchialis",2,83.3333333333333,76.2082851703737,12.9181186540783,50.3720478622172,102.04452247853,0,0.551554630651285,0.581253527687782,165.5172,193.408765709372
"373","Callorhynchicola multitesticulatus",5,58.3333333333333,76.2082851703737,5.50266560102197,65.2029539683298,87.2136163724177,958.333333333334,-3.24841688248703,0.00116049108080092,165.5172,89.9565888145423
"374","Callorhynchocotyle callorhynchi",5,56.6666666666667,76.2082851703737,5.50266560102197,65.2029539683298,87.2136163724177,1066.66666666667,-3.55130039159162,0.000383332636689863,165.5172,89.9565888145423
"375","Callorhynchocotyle hydrolagi",2,83.3333333333333,76.2082851703737,12.9181186540783,50.3720478622172,102.04452247853,0,0.551554630651285,0.581253527687782,165.5172,193.408765709372
"376","Callorhynchocotyle sagamiensis",2,83.3333333333333,76.2082851703737,12.9181186540783,50.3720478622172,102.04452247853,0,0.551554630651285,0.581253527687782,165.5172,193.408765709372
"377","Calyptrobothrium chalarosomum",3,50,76.2082851703737,8.41136165847002,59.3855618534337,93.0310084873138,555.555555555556,-3.11581955865406,0.00183434478594995,165.5172,142.884427232729
"378","Calyptrobothrium riggii",6,51.1111111111111,76.2082851703737,4.81634947650034,66.5755862173731,85.8409841233744,387.654320987655,-5.21082911066054,1.87998561009374e-07,165.5172,80.0147104604748
"379","Campula oblonga",5,70,76.2082851703737,5.50266560102197,65.2029539683298,87.2136163724177,322.222222222224,-1.12823231875488,0.259221818295169,165.5172,89.9565888145423
"380","Capsulata edenensis",2,16.6666666666667,76.2082851703737,12.9181186540783,50.3720478622172,102.04452247853,0,-4.60915556654295,4.04307733983916e-06,165.5172,193.408765709372
"381","Cardiobothrium beveridgei",2,66.6666666666667,76.2082851703737,12.9181186540783,50.3720478622172,102.04452247853,0,-0.738622918647275,0.460136003407059,165.5172,193.408765709372
"382","Carnifossorius siamensis",2,66.6666666666667,76.2082851703737,12.9181186540783,50.3720478622172,102.04452247853,0,-0.738622918647275,0.460136003407059,165.5172,193.408765709372
"383","Carpobothrium chiloscylli",2,66.6666666666667,76.2082851703737,12.9181186540783,50.3720478622172,102.04452247853,0,-0.738622918647275,0.460136003407059,165.5172,193.408765709372
"384","Carpobothrium eleanorae",2,66.6666666666667,76.2082851703737,12.9181186540783,50.3720478622172,102.04452247853,0,-0.738622918647275,0.460136003407059,165.5172,193.408765709372
"385","Carpobothrium megacephalum",2,66.6666666666667,76.2082851703737,12.9181186540783,50.3720478622172,102.04452247853,0,-0.738622918647275,0.460136003407059,165.5172,193.408765709372
"386","Carpobothrium rhinei",2,50,76.2082851703737,12.9181186540783,50.3720478622172,102.04452247853,0,-2.02880046794583,0.0424786176271213,165.5172,193.408765709372
"387","Cathariotrema selachii",6,48.8888888888889,76.2082851703737,4.81634947650034,66.5755862173731,85.8409841233744,313.58024691358,-5.6722205094917,1.40958373076053e-08,165.5172,80.0147104604748
"388","Cathetocephalus australis",8,52.3809523809524,76.2082851703737,3.95545847983292,68.2973682107079,84.1192021300396,391.156462585035,-6.02391174396245,1.70251226727425e-09,165.5172,66.5371907529903
"389","Cathetocephalus leucas",2,66.6666666666667,76.2082851703737,12.9181186540783,50.3720478622172,102.04452247853,0,-0.738622918647275,0.460136003407059,165.5172,193.408765709372
"390","Cathetocephalus limbatus",2,50,76.2082851703737,12.9181186540783,50.3720478622172,102.04452247853,0,-2.02880046794583,0.0424786176271213,165.5172,193.408765709372
"391","Cathetocephalus resendezi",3,44.4444444444444,76.2082851703737,8.41136165847002,59.3855618534337,93.0310084873138,61.7283950617293,-3.77630186593439,0.000159174067623458,165.5172,142.884427232729
"392","Cathetocephalus thatcheri",4,44.4444444444444,76.2082851703737,6.55182138438565,63.1046424016024,89.311927939145,61.7283950617293,-4.84809320376608,1.24653835572909e-06,165.5172,102.539044612137
"393","Caudacanthus narcini",3,50,76.2082851703737,8.41136165847002,59.3855618534337,93.0310084873138,555.555555555556,-3.11581955865406,0.00183434478594995,165.5172,142.884427232729
"394","Caulobothrium longicolle",6,52.2222222222222,76.2082851703737,4.81634947650034,66.5755862173731,85.8409841233744,328.395061728395,-4.98013341124496,6.35404555145607e-07,165.5172,80.0147104604748
"395","Caulobothrium myliobatidis",3,88.8888888888889,76.2082851703737,8.41136165847002,59.3855618534337,93.0310084873138,246.913580246917,1.50755659230823,0.131668049465587,165.5172,142.884427232729
