Host,phylumH,classH,orderH,familyH,genusH,YearH,Parasite,phylumP,classP,orderP,familyP,genusP,YearP
Myliobatis californica,Chordata,Elasmobranchii,Myliobatiformes,Myliobatidae,Myliobatis,1865,Acanthobothrium microcephalum,Platyhelminthes,Cestoda,Onchoproteocephalidea,Onchobothriidae,Acanthobothrium,1953
Zapteryx exasperata,Chordata,Elasmobranchii,Rhinopristiformes,Rhinobatidae,Zapteryx,1880,Acanthobothrium rhinobati,Platyhelminthes,Cestoda,Onchoproteocephalidea,Onchobothriidae,Acanthobothrium,1953
Myliobatis californica,Chordata,Elasmobranchii,Myliobatiformes,Myliobatidae,Myliobatis,1865,Acanthobothrium robustum,Platyhelminthes,Cestoda,Onchoproteocephalidea,Onchobothriidae,Acanthobothrium,1953
Heterodontus francisci,Chordata,Elasmobranchii,Heterodontiformes,Heterodontidae,Heterodontus,1855,Acanthobothrium holorhini,Platyhelminthes,Cestoda,Onchoproteocephalidea,Onchobothriidae,Acanthobothrium,1953
Dentiraja lemprieri,Chordata,Elasmobranchii,Rajiformes,Rajidae,Dentiraja,1845,Acanthobothrium wedli,Platyhelminthes,Cestoda,Onchoproteocephalidea,Onchobothriidae,Acanthobothrium,1959
Squalus acanthias,Chordata,Elasmobranchii,Squaliformes,Squalidae,Squalus,1758,Calliobothrium verticillatum,Platyhelminthes,Cestoda,Tetraphyllidea,Calliobothriidae,Calliobothrium,1819
Squalus acanthias,Chordata,Elasmobranchii,Squaliformes,Squalidae,Squalus,1758,Calliobothrium verticillatum,Platyhelminthes,Cestoda,Tetraphyllidea,Calliobothriidae,Calliobothrium,1819
Mustelus lenticulatus,Chordata,Elasmobranchii,Carcharhiniformes,Triakidae,Mustelus,1932,Calliobothrium tylotocephalum,Platyhelminthes,Cestoda,Tetraphyllidea,Calliobothriidae,Calliobothrium,1963
Carcharhinus limbatus,Chordata,Elasmobranchii,Carcharhiniformes,Carcharhinidae,Carcharhinus,1839,Phoreiobothrium lasium,Platyhelminthes,Cestoda,Onchoproteocephalidea,Onchobothriidae,Phoreiobothrium,1889
Carcharhinus longimanus,Chordata,Elasmobranchii,Carcharhiniformes,Carcharhinidae,Carcharhinus,1861,Phoreiobothrium lasium,Platyhelminthes,Cestoda,Onchoproteocephalidea,Onchobothriidae,Phoreiobothrium,1889
Rhizoprionodon longurio,Chordata,Elasmobranchii,Carcharhiniformes,Carcharhinidae,Rhizoprionodon,1882,Scyphophyllidium giganteum,Platyhelminthes,Cestoda,Phyllobothriidea,Phyllobothriidae,Scyphophyllidium,1858
Zearaja nasuta,Chordata,Elasmobranchii,Rajiformes,Rajidae,Zearaja,1841,Clydonobothrium leioformum,Platyhelminthes,Cestoda,Rhinebothriidea,Echeneibothriidae,Clydonobothrium,1963
Zearaja nasuta,Chordata,Elasmobranchii,Rajiformes,Rajidae,Dipturus,1841,Clydonobothrium leioformum,Platyhelminthes,Cestoda,Rhinebothriidea,Echeneibothriidae,Clydonobothrium,1963
Zearaja nasuta,Chordata,Elasmobranchii,Rajiformes,Rajidae,Zearaja,1841,Phormobothrium affine,Platyhelminthes,Cestoda,Phyllobothriidea,Phyllobothriidae,Phormobothrium,1867
Zearaja nasuta,Chordata,Elasmobranchii,Rajiformes,Rajidae,Dipturus,1841,Phormobothrium affine,Platyhelminthes,Cestoda,Phyllobothriidea,Phyllobothriidae,Phormobothrium,1867
Squalus acanthias,Chordata,Elasmobranchii,Squaliformes,Squalidae,Squalus,1758,Hepatoxylon trichiuri,Platyhelminthes,Cestoda,Trypanorhyncha,Sphyriocephalidae,Hepatoxylon,1802
Squalus acanthias,Chordata,Elasmobranchii,Squaliformes,Squalidae,Squalus,1758,Hepatoxylon trichiuri,Platyhelminthes,Cestoda,Trypanorhyncha,Sphyriocephalidae,Hepatoxylon,1802
Squalus acanthias,Chordata,Elasmobranchii,Squaliformes,Squalidae,Squalus,1758,Gilquinia squali,Platyhelminthes,Cestoda,Trypanorhyncha,Gilquiniidae,Gilquinia,1794
Squalus acanthias,Chordata,Elasmobranchii,Squaliformes,Squalidae,Squalus,1758,Gilquinia squali,Platyhelminthes,Cestoda,Trypanorhyncha,Gilquiniidae,Gilquinia,1794
Mobula hypostoma,Chordata,Elasmobranchii,Myliobatiformes,Myliobatidae,Mobula,1831,Rhabdotobothrium anterophallum,Platyhelminthes,Cestoda,Rhinebothriidea,Rhinebothriidae,Rhabdotobothrium,1975
Rhinoptera bonasus,Chordata,Elasmobranchii,Myliobatiformes,Myliobatidae,Rhinoptera,1815,Dioecotaenia campbelli,Platyhelminthes,Cestoda,Tetraphyllidea,Dioecotaeniidae,Dioecotaenia,1981
Donax variabilis,Mollusca,Bivalvia,Cardiida,Donacidae,Donax,1822,Rhodobothrium paucitesticulare,Platyhelminthes,Cestoda,Rhinebothriidea,Rhinebothriidae,Rhodobothrium,1981
Donax variabilis,Mollusca,Bivalvia,Cardiida,Donacidae,Donax,1822,Duplicibothrium minutum,Platyhelminthes,Cestoda,Tetraphyllidea,Serendipidae,Duplicibothrium,1978
Etmopterus pusillus,Chordata,Elasmobranchii,Squaliformes,Etmopteridae,Etmopterus,1839,Aporhynchus pickeringae,Platyhelminthes,Cestoda,Trypanorhyncha,Aporhynchidae,Aporhynchus,2010
Etmopterus spinax,Chordata,Elasmobranchii,Squaliformes,Etmopteridae,Etmopterus,1758,Aporhynchus menezesi,Platyhelminthes,Cestoda,Trypanorhyncha,Aporhynchidae,Aporhynchus,2010
Galeus sauteri,Chordata,Elasmobranchii,Carcharhiniformes,Pentanchidae,Galeus,1909,Nakayacestus tanyderus,Platyhelminthes,Cestoda,Trypanorhyncha,Aporhynchidae,Nakayacestus,2010
Apristurus macrostomus,Chordata,Elasmobranchii,Carcharhiniformes,Pentanchidae,Apristurus,1985,Nakayacestus takahashii,Platyhelminthes,Cestoda,Trypanorhyncha,Aporhynchidae,Nakayacestus,2010
Galeocerdo cuvier,Chordata,Elasmobranchii,Carcharhiniformes,Carcharhinidae,Galeocerdo,1822,Thysanocephalum thysanocephalum,Platyhelminthes,Cestoda,Phyllobothriidea,Phyllobothriidae,Thysanocephalum,1889
Carcharodon carcharias,Chordata,Elasmobranchii,Lamniformes,Lamnidae,Carcharodon,1758,Clistobothrium tumidum,Platyhelminthes,Cestoda,Phyllobothriidea,Phyllobothriidae,Clistobothrium,1922
Galeorhinus galeus,Chordata,Elasmobranchii,Carcharhiniformes,Triakidae,Galeorhinus,1758,Scyphophyllidium giganteum,Platyhelminthes,Cestoda,Phyllobothriidea,Phyllobothriidae,Scyphophyllidium,1858
Galeorhinus galeus,Chordata,Elasmobranchii,Carcharhiniformes,Triakidae,Galeorhinus,1758,Scyphophyllidium giganteum,Platyhelminthes,Cestoda,Phyllobothriidea,Phyllobothriidae,Scyphophyllidium,1858
Orectolobus japonicus,Chordata,Elasmobranchii,Orectolobiformes,Orectolobidae,Orectolobus,1906,Acanthobothrium margieae,Platyhelminthes,Cestoda,Onchoproteocephalidea,Onchobothriidae,Acanthobothrium,2011
Gymnura zonura,Chordata,Elasmobranchii,Myliobatiformes,Gymnuridae,Gymnura,1852,Hexacanalis folifer,Platyhelminthes,Cestoda,Lecanicephalidea,Lecanicephalidae,Hexacanalis,2011
Cruriraja hulleyi,Chordata,Elasmobranchii,Rajiformes,Crurirajidae,Cruriraja,2010,Echinobothrium joshuai,Platyhelminthes,Cestoda,Diphyllidea,Echinobothriidae,Echinobothrium,2011
Rhynchobatus laevis,Chordata,Elasmobranchii,Rhinopristiformes,Rhinobatidae,Rhynchobatus,1801,Acanthobothrium jeanneae,Platyhelminthes,Cestoda,Onchoproteocephalidea,Onchobothriidae,Acanthobothrium,2010
Rhynchobatus laevis,Chordata,Elasmobranchii,Rhinopristiformes,Rhinobatidae,Rhynchobatus,1801,Acanthobothrium bobconniorum,Platyhelminthes,Cestoda,Onchoproteocephalidea,Onchobothriidae,Acanthobothrium,2010
Rhynchobatus laevis,Chordata,Elasmobranchii,Rhinopristiformes,Rhinobatidae,Rhynchobatus,1801,Acanthobothrium hypermekkolpos,Platyhelminthes,Cestoda,Onchoproteocephalidea,Onchobothriidae,Acanthobothrium,2010
Rhizoprionodon acutus,Chordata,Elasmobranchii,Carcharhiniformes,Carcharhinidae,Rhizoprionodon,1837,Otobothrium carcharidis,Platyhelminthes,Cestoda,Trypanorhyncha,Otobothriidae,Otobothrium,1906
Carcharhinus sorrah,Chordata,Elasmobranchii,Carcharhiniformes,Carcharhinidae,Carcharhinus,1839,Otobothrium carcharidis,Platyhelminthes,Cestoda,Trypanorhyncha,Otobothriidae,Otobothrium,1906
Paragaleus tengi,Chordata,Elasmobranchii,Carcharhiniformes,Hemigaleidae,Paragaleus,1963,Ancipirhynchus afossalis,Platyhelminthes,Cestoda,Trypanorhyncha,Otobothriidae,Ancipirhynchus,2011
Aetomylaeus vespertilio,Chordata,Elasmobranchii,Myliobatiformes,Myliobatidae,Aetomylaeus,1852,Aberrapex weipaensis,Platyhelminthes,Cestoda,Lecanicephalidea,Aberrapecidae,Aberrapex,2012
Aetomylaeus vespertilio,Chordata,Elasmobranchii,Myliobatiformes,Myliobatidae,Aetomylaeus,1852,Rexapex nanus,Platyhelminthes,Cestoda,Lecanicephalidea,Lecanicephalidae,Rexapex,2012
Aetomylaeus vespertilio,Chordata,Elasmobranchii,Myliobatiformes,Myliobatidae,Aetomylaeus,1852,Collicocephalus baggioi,Platyhelminthes,Cestoda,Lecanicephalidea,Lecanicephalidae,Collicocephalus,2012
Aetomylaeus maculatus,Chordata,Elasmobranchii,Myliobatiformes,Myliobatidae,Aetomylaeus,1834,Elicilacunosus sarawakensis,Platyhelminthes,Cestoda,Lecanicephalidea,Lecanicephalidae,Elicilacunosus,2012
Glaucostegus thouin,Chordata,Elasmobranchii,Rhinopristiformes,Glaucostegidae,Glaucostegus,1798,Echinobothrium sematanense,Platyhelminthes,Cestoda,Diphyllidea,Echinobothriidae,Echinobothrium,2012
Mobula kuhlii,Chordata,Elasmobranchii,Myliobatiformes,Myliobatidae,Mobula,1841,Crassuseptum pietrafacei,Platyhelminthes,Cestoda,Rhinebothriidea,Rhinebothriidae,Crassuseptum,2012
Taeniura lymma,Chordata,Elasmobranchii,Myliobatiformes,Dasyatidae,Taeniura,1775,Prochristianella scholzi,Platyhelminthes,Cestoda,Trypanorhyncha,Eutetrarhynchidae,Prochristianella,2012
Pastinachus solocirostris,Chordata,Elasmobranchii,Myliobatiformes,Dasyatidae,Pastinachus,2005,Prochristianella jensenae,Platyhelminthes,Cestoda,Trypanorhyncha,Eutetrarhynchidae,Prochristianella,2012
Scyliorhinus besnardi,Chordata,Elasmobranchii,Carcharhiniformes,Scyliorhinidae,Scyliorhinus,1970,Ahamulina catarina,Platyhelminthes,Cestoda,Diphyllidea,Echinobothriidae,Ahamulina,2012
Lamiopsis tephrodes,Chordata,Elasmobranchii,Carcharhiniformes,Carcharhinidae,Lamiopsis,1905,Otobothrium mugilis,Platyhelminthes,Cestoda,Trypanorhyncha,Otobothriidae,Otobothrium,1954
Carcharhinus amblyrhynchoides,Chordata,Elasmobranchii,Carcharhiniformes,Carcharhinidae,Carcharhinus,1934,Parotobothrium balli,Platyhelminthes,Cestoda,Trypanorhyncha,Pseudotobothriidae,Parotobothrium,1929
Anoxypristis cuspidata,Chordata,Elasmobranchii,Rhinopristiformes,Pristidae,Anoxypristis,1794,Pristiorhynchus palmi,Platyhelminthes,Cestoda,Trypanorhyncha,Otobothriidae,Pristiorhynchus,2013
Deania calcea,Chordata,Elasmobranchii,Squaliformes,Centrophoridae,Deania,1839,Deanicola protentus,Platyhelminthes,Cestoda,Trypanorhyncha,Gilquiniidae,Deanicola,1990
Rhina ancylostoma,Chordata,Elasmobranchii,Rhinopristiformes,Rhinobatidae,Rhina,1801,Stoibocephalum arafurense,Platyhelminthes,Cestoda,Lecanicephalidea,Lecanicephalidae,Stoibocephalum,2013
Negaprion acutidens,Chordata,Elasmobranchii,Carcharhiniformes,Carcharhinidae,Negaprion,1837,Alexandercestus gibsoni,Platyhelminthes,Cestoda,Phyllobothriidea,Phyllobothriidae,Alexandercestus,2013
Negaprion brevirostris,Chordata,Elasmobranchii,Carcharhiniformes,Carcharhinidae,Negaprion,1868,Alexandercestus manteri,Platyhelminthes,Cestoda,Phyllobothriidea,Phyllobothriidae,Alexandercestus,2013
Rhinobatos rhinobatos,Chordata,Elasmobranchii,Rhinopristiformes,Rhinobatidae,Rhinobatos,1758,Echinobothrium euterpes,Platyhelminthes,Cestoda,Diphyllidea,Echinobothriidae,Echinobothrium,2001
Myliobatis californica,Chordata,Elasmobranchii,Myliobatiformes,Myliobatidae,Myliobatis,1865,Halysioncum mexicanum,Platyhelminthes,Cestoda,Diphyllidea,Echinobothriidae,Echinobothrium,1999
Myliobatis californica,Chordata,Elasmobranchii,Myliobatiformes,Myliobatidae,Myliobatis,1865,Halysioncum mexicanum,Platyhelminthes,Cestoda,Diphyllidea,Echinobothriidae,Halysioncum,1999
Pastinachus solocirostris,Chordata,Elasmobranchii,Myliobatiformes,Dasyatidae,Pastinachus,2005,Halysioncum nataliae,Platyhelminthes,Cestoda,Diphyllidea,Echinobothriidae,Halysioncum,2010
Aetomylaeus maculatus,Chordata,Elasmobranchii,Myliobatiformes,Myliobatidae,Aetomylaeus,1834,Halysioncum gibsoni,Platyhelminthes,Cestoda,Diphyllidea,Echinobothriidae,Halysioncum,2013
Deania calcea,Chordata,Elasmobranchii,Squaliformes,Centrophoridae,Deania,1839,Deanicola minor,Platyhelminthes,Cestoda,Trypanorhyncha,Gilquiniidae,Deanicola,1990
Pastinachus solocirostris,Chordata,Elasmobranchii,Myliobatiformes,Dasyatidae,Pastinachus,2005,Dollfusiella hemispinosa,Platyhelminthes,Cestoda,Trypanorhyncha,Eutetrarhynchidae,Dollfusiella,2013
Glaucostegus thouin,Chordata,Elasmobranchii,Rhinopristiformes,Glaucostegidae,Glaucostegus,1798,Dollfusiella michiae,Platyhelminthes,Cestoda,Trypanorhyncha,Eutetrarhynchidae,Dollfusiella,1929
Himantura undulata,Chordata,Elasmobranchii,Myliobatiformes,Dasyatidae,Himantura,1852,Dollfusiella michiae,Platyhelminthes,Cestoda,Trypanorhyncha,Eutetrarhynchidae,Dollfusiella,1929
Himantura leoparda,Chordata,Elasmobranchii,Myliobatiformes,Dasyatidae,Himantura,2008,Tetragonocephalum passeyi,Platyhelminthes,Cestoda,Lecanicephalidea,Tetragonocephalidae,Tetragonocephalum,2005
Carcharhinus leucas,Chordata,Elasmobranchii,Carcharhiniformes,Carcharhinidae,Carcharhinus,1839,Cathetocephalus thatcheri,Platyhelminthes,Cestoda,Cathetocephalidea,Cathetocephalidae,Cathetocephalus,1973
Urobatis maculatus,Chordata,Elasmobranchii,Myliobatiformes,Urotrygonidae,Urobatis,1913,Acanthobothrium parviuncinatum,Platyhelminthes,Cestoda,Onchoproteocephalidea,Onchobothriidae,Acanthobothrium,1954
Mustelus canis,Chordata,Elasmobranchii,Carcharhiniformes,Triakidae,Mustelus,1815,Calliobothrium cisloi,Platyhelminthes,Cestoda,Tetraphyllidea,Calliobothriidae,Calliobothrium,2017
Alopias pelagicus,Chordata,Elasmobranchii,Lamniformes,Alopiidae,Alopias,1935,Litobothrium aenigmaticum,Platyhelminthes,Cestoda,Litobothriidea,Litobothriidae,Litobothrium,2014
Alopias superciliosus,Chordata,Elasmobranchii,Lamniformes,Alopiidae,Alopias,1841,Litobothrium alopias,Platyhelminthes,Cestoda,Litobothriidea,Litobothriidae,Litobothrium,1969
Leucoraja wallacei,Chordata,Elasmobranchii,Rajiformes,Rajidae,Leucoraja,1970,Andocadoncum meganae,Platyhelminthes,Cestoda,Diphyllidea,Echinobothriidae,Andocadoncum,2014
Leucoraja wallacei,Chordata,Elasmobranchii,Rajiformes,Rajidae,Leucoraja,1970,Echinobothrium marquesi,Platyhelminthes,Cestoda,Diphyllidea,Echinobothriidae,Echinobothrium,2014
Aetobatus ocellatus,Chordata,Elasmobranchii,Myliobatiformes,Myliobatidae,Aetobatus,1823,Hornellobothrium iotakotta,Platyhelminthes,Cestoda,Lecanicephalidea,Polypocephalidae,Hornellobothrium,2014
Aetobatus ocellatus,Chordata,Elasmobranchii,Myliobatiformes,Myliobatidae,Aetobatus,1823,Hornellobothrium kolossakotta,Platyhelminthes,Cestoda,Lecanicephalidea,Polypocephalidae,Hornellobothrium,2014
Aetobatus ocellatus,Chordata,Elasmobranchii,Myliobatiformes,Myliobatidae,Aetobatus,1823,Hornellobothrium najaforme,Platyhelminthes,Cestoda,Lecanicephalidea,Polypocephalidae,Hornellobothrium,2014
Pristis clavata,Chordata,Elasmobranchii,Rhinopristiformes,Pristidae,Pristis,1906,Floriparicapitus euzeti,Platyhelminthes,Cestoda,Lecanicephalidea,Lecanicephalidae,Floriparicapitus,2014
Glaucostegus typus,Chordata,Elasmobranchii,Rhinopristiformes,Glaucostegidae,Glaucostegus,1830,Floriparicapitus plicatilis,Platyhelminthes,Cestoda,Lecanicephalidea,Lecanicephalidae,Floriparicapitus,2014
Glaucostegus thouin,Chordata,Elasmobranchii,Rhinopristiformes,Glaucostegidae,Glaucostegus,1798,Floriparicapitus plicatilis,Platyhelminthes,Cestoda,Lecanicephalidea,Lecanicephalidae,Floriparicapitus,2014
Pristis pristis,Chordata,Elasmobranchii,Rhinopristiformes,Pristidae,Pristis,1758,Floriparicapitus juliani,Platyhelminthes,Cestoda,Lecanicephalidea,Lecanicephalidae,Floriparicapitus,2014
Zanobatus schoenleinii,Chordata,Elasmobranchii,Rhinopristiformes,Rhinobatidae,Zanobatus,1841,Zanobatocestus major,Platyhelminthes,Cestoda,Lecanicephalidea,Zanobatocestidae,Zanobatocestus,2014
Zanobatus schoenleinii,Chordata,Elasmobranchii,Rhinopristiformes,Rhinobatidae,Zanobatus,1841,Zanobatocestus minor,Platyhelminthes,Cestoda,Lecanicephalidea,Zanobatocestidae,Zanobatocestus,2014
Himantura leoparda,Chordata,Elasmobranchii,Myliobatiformes,Dasyatidae,Himantura,2008,Anthocephalum meadowsi,Platyhelminthes,Cestoda,Rhinebothriidea,Anthocephaliidae,Anthocephalum,2015
Mustelus palumbes,Chordata,Elasmobranchii,Carcharhiniformes,Triakidae,Mustelus,1957,Symcallio peteri,Platyhelminthes,Cestoda,Tetraphyllidea,Calliobothriidae,Symcallio,2015
Mustelus schmitti,Chordata,Elasmobranchii,Carcharhiniformes,Triakidae,Mustelus,1939,Symcallio barbarae,Platyhelminthes,Cestoda,Tetraphyllidea,Calliobothriidae,Symcallio,2002
Mustelus henlei,Chordata,Elasmobranchii,Carcharhiniformes,Triakidae,Mustelus,1863,Symcallio riseri,Platyhelminthes,Cestoda,Tetraphyllidea,Calliobothriidae,Calliobothrium,1997
Mustelus henlei,Chordata,Elasmobranchii,Carcharhiniformes,Triakidae,Mustelus,1863,Symcallio riseri,Platyhelminthes,Cestoda,Tetraphyllidea,Calliobothriidae,Symcallio,1997
Mustelus palumbes,Chordata,Elasmobranchii,Carcharhiniformes,Triakidae,Mustelus,1957,Calliobothrium euzeti,Platyhelminthes,Cestoda,Tetraphyllidea,Calliobothriidae,Calliobothrium,2015
Mustelus schmitti,Chordata,Elasmobranchii,Carcharhiniformes,Triakidae,Mustelus,1939,Calliobothrium australis,Platyhelminthes,Cestoda,Tetraphyllidea,Calliobothriidae,Calliobothrium,1973
Somniosus microcephalus,Chordata,Elasmobranchii,Squaliformes,Somniosidae,Somniosus,1801,Monorygma magnum,Platyhelminthes,Cestoda,Phyllobothriidea,Phyllobothriidae,Monorygma,1936
Pseudocarcharias kamoharai,Chordata,Elasmobranchii,Lamniformes,Pseudocarchariidae,Pseudocarcharias,1936,Clistobothrium gabywalterorum,Platyhelminthes,Cestoda,Phyllobothriidea,Phyllobothriidae,Clistobothrium,2020
Squalus acanthias,Chordata,Elasmobranchii,Squaliformes,Squalidae,Squalus,1758,Phyllobothrium squali,Platyhelminthes,Cestoda,Phyllobothriidea,Phyllobothriidae,Phyllobothrium,1952
Squalus acanthias,Chordata,Elasmobranchii,Squaliformes,Squalidae,Squalus,1758,Phyllobothrium squali,Platyhelminthes,Cestoda,Phyllobothriidea,Phyllobothriidae,Phyllobothrium,1952
Urobatis tumbesensis,Chordata,Elasmobranchii,Myliobatiformes,Urotrygonidae,Urobatis,1979,Anthocephalum hobergi,Platyhelminthes,Cestoda,Rhinebothriidea,Anthocephaliidae,Anthocephalum,1999
Rhina ancylostoma,Chordata,Elasmobranchii,Rhinopristiformes,Rhinobatidae,Rhina,1801,Stoibocephalum campanulatum,Platyhelminthes,Cestoda,Lecanicephalidea,Lecanicephalidae,Stoibocephalum,1987
Aetobatus ocellatus,Chordata,Elasmobranchii,Myliobatiformes,Myliobatidae,Aetobatus,1823,Cephalobothrium aetobatidis,Platyhelminthes,Cestoda,Lecanicephalidea,Cephalobothriidae,Cephalobothrium,1906
Mustelus asterias,Chordata,Elasmobranchii,Carcharhiniformes,Triakidae,Mustelus,1819,Symcallio leuckarti,Platyhelminthes,Cestoda,Tetraphyllidea,Calliobothriidae,Symcallio,1850
Alopias pelagicus,Chordata,Elasmobranchii,Lamniformes,Alopiidae,Alopias,1935,Heterosphyriocephalus encarnae,Platyhelminthes,Cestoda,Trypanorhyncha,Sphyriocephalidae,Heterosphyriocephalus,2017
Rhinobatos rhinobatos,Chordata,Elasmobranchii,Rhinopristiformes,Rhinobatidae,Rhinobatos,1758,Stillabothrium cadenati,Platyhelminthes,Cestoda,Rhinebothriidea,Escherbothriidae,Stillabothrium,1954
Pastinachus solocirostris,Chordata,Elasmobranchii,Myliobatiformes,Dasyatidae,Pastinachus,2005,Stillabothrium hyphantoseptum,Platyhelminthes,Cestoda,Rhinebothriidea,Escherbothriidae,Stillabothrium,2016
Neotrygon orientale,Chordata,Elasmobranchii,Myliobatiformes,Dasyatidae,Neotrygon,2016,Barbeaucestus jockuschae,Platyhelminthes,Cestoda,Rhinebothriidea,Anthocephaliidae,Barbeaucestus,2017
Urogymnus granulatus,Chordata,Elasmobranchii,Myliobatiformes,Dasyatidae,Himantura,1883,Corollapex cairae,Platyhelminthes,Cestoda,Lecanicephalidea,Polypocephalidae,Corollapex,2017
Urogymnus granulatus,Chordata,Elasmobranchii,Myliobatiformes,Dasyatidae,Urogymnus,1883,Corollapex cairae,Platyhelminthes,Cestoda,Lecanicephalidea,Polypocephalidae,Corollapex,2017
Urogymnus granulatus,Chordata,Elasmobranchii,Myliobatiformes,Dasyatidae,Himantura,1883,Corollapex tingoi,Platyhelminthes,Cestoda,Lecanicephalidea,Polypocephalidae,Corollapex,2017
Urogymnus granulatus,Chordata,Elasmobranchii,Myliobatiformes,Dasyatidae,Urogymnus,1883,Corollapex tingoi,Platyhelminthes,Cestoda,Lecanicephalidea,Polypocephalidae,Corollapex,2017
Myliobatis goodei,Chordata,Elasmobranchii,Myliobatiformes,Myliobatidae,Myliobatis,1885,Aberrapex ludmilae,Platyhelminthes,Cestoda,Lecanicephalidea,Aberrapecidae,Aberrapex,2017
Myliobatis ridens,Chordata,Elasmobranchii,Myliobatiformes,Myliobatidae,Myliobatis,2012,Aberrapex vitalemuttiorum,Platyhelminthes,Cestoda,Lecanicephalidea,Aberrapecidae,Aberrapex,2017
Myliobatis goodei,Chordata,Elasmobranchii,Myliobatiformes,Myliobatidae,Myliobatis,1885,Aberrapex sanmartini,Platyhelminthes,Cestoda,Lecanicephalidea,Aberrapecidae,Aberrapex,2017
Styracura schmardae,Chordata,Elasmobranchii,Myliobatiformes,Dasyatidae,Himantura,1904,Hispidorhynchus styracurae,Platyhelminthes,Cestoda,Trypanorhyncha,Eutetrarhynchidae,Hispidorhynchus,2018
Styracura schmardae,Chordata,Elasmobranchii,Myliobatiformes,Potamotrygonidae,Styracura,1904,Hispidorhynchus styracurae,Platyhelminthes,Cestoda,Trypanorhyncha,Eutetrarhynchidae,Hispidorhynchus,2018
Triakis semifasciata,Chordata,Elasmobranchii,Carcharhiniformes,Triakidae,Triakis,1855,Phyllobothrium riseri,Platyhelminthes,Cestoda,Phyllobothriidea,Phyllobothriidae,Phyllobothrium,1996
Styracura schmardae,Chordata,Elasmobranchii,Myliobatiformes,Dasyatidae,Himantura,1904,Rhinebothrium tetralobatum,Platyhelminthes,Cestoda,Rhinebothriidea,Rhinebothriidae,Rhinebothrium,1977
Styracura schmardae,Chordata,Elasmobranchii,Myliobatiformes,Potamotrygonidae,Styracura,1904,Rhinebothrium tetralobatum,Platyhelminthes,Cestoda,Rhinebothriidea,Rhinebothriidae,Rhinebothrium,1977
Styracura schmardae,Chordata,Elasmobranchii,Myliobatiformes,Dasyatidae,Himantura,1904,Anindobothrium inexpectatum,Platyhelminthes,Cestoda,Rhinebothriidea,Anindobothriidae,Anindobothrium,2017
Styracura schmardae,Chordata,Elasmobranchii,Myliobatiformes,Potamotrygonidae,Styracura,1904,Anindobothrium inexpectatum,Platyhelminthes,Cestoda,Rhinebothriidea,Anindobothriidae,Anindobothrium,2017
Styracura pacifica,Chordata,Elasmobranchii,Myliobatiformes,Potamotrygonidae,Styracura,1941,Anindobothrium carrioni,Platyhelminthes,Cestoda,Rhinebothriidea,Anindobothriidae,Anindobothrium,2017
Styracura schmardae,Chordata,Elasmobranchii,Myliobatiformes,Dasyatidae,Himantura,1904,Anindobothrium anacolum,Platyhelminthes,Cestoda,Rhinebothriidea,Anindobothriidae,Anindobothrium,1977
Styracura schmardae,Chordata,Elasmobranchii,Myliobatiformes,Potamotrygonidae,Styracura,1904,Anindobothrium anacolum,Platyhelminthes,Cestoda,Rhinebothriidea,Anindobothriidae,Anindobothrium,1977
Pseudocarcharias kamoharai,Chordata,Elasmobranchii,Lamniformes,Pseudocarchariidae,Pseudocarcharias,1936,Scyphophyllidium timvickiorum,Platyhelminthes,Cestoda,Phyllobothriidea,Phyllobothriidae,Scyphophyllidium,2020
Pristis clavata,Chordata,Elasmobranchii,Rhinopristiformes,Pristidae,Pristis,1906,Matticestus anneae,Platyhelminthes,Cestoda,Onchoproteocephalidea,NA,Matticestus,2018
Pristis clavata,Chordata,Elasmobranchii,Rhinopristiformes,Pristidae,Pristis,1906,Matticestus kathleenae,Platyhelminthes,Cestoda,Onchoproteocephalidea,NA,Matticestus,2018
Urogymnus polylepis,Chordata,Elasmobranchii,Myliobatiformes,Dasyatidae,Urogymnus,1852,Acanthobothrium masnihae,Platyhelminthes,Cestoda,Onchoproteocephalidea,Onchobothriidae,Acanthobothrium,2006
Styracura schmardae,Chordata,Elasmobranchii,Myliobatiformes,Dasyatidae,Himantura,1904,Acanthobothroides thorsoni,Platyhelminthes,Cestoda,Onchoproteocephalidea,Onchobothriidae,Acanthobothroides,1977
Styracura schmardae,Chordata,Elasmobranchii,Myliobatiformes,Potamotrygonidae,Styracura,1904,Acanthobothroides thorsoni,Platyhelminthes,Cestoda,Onchoproteocephalidea,Onchobothriidae,Acanthobothroides,1977
Aetobatus narinari,Chordata,Elasmobranchii,Myliobatiformes,Myliobatidae,Aetobatus,1790,Acanthobothrium tortum,Platyhelminthes,Cestoda,Onchoproteocephalidea,Onchobothriidae,Acanthobothrium,1916
Discopyge tschudii,Chordata,Elasmobranchii,Torpediniformes,Narcinidae,Discopyge,1846,Acanthobothrium stefaniae,Platyhelminthes,Cestoda,Onchoproteocephalidea,Onchobothriidae,Acanthobothrium,2018
Amblyraja radiata,Chordata,Elasmobranchii,Rajiformes,Rajidae,Amblyraja,1808,Echeneibothrium abyssorum,Platyhelminthes,Cestoda,Rhinebothriidea,Echeneibothriidae,Echeneibothrium,1977
Amblyraja radiata,Chordata,Elasmobranchii,Rajiformes,Rajidae,Amblyraja,1808,Echeneibothrium canadensis,Platyhelminthes,Cestoda,Rhinebothriidea,Echeneibothriidae,Echeneibothrium,1996
