AphiaID,url,scientificname,authority,status,unacceptreason,taxonRankID,rank,valid_AphiaID,valid_name,valid_authority,parentNameUsageID,kingdom,phylum,class,order,family,genus,citation,lsid,isMarine,isBrackish,isFreshwater,isTerrestrial,isExtinct,match_type,modified
512006,http://www.marinespecies.org/aphia.php?p=taxdetails&id=512006,Kowalevskia mossi,"Garstang, 1892",unaccepted,NA,220,Species,103392,Kowalevskia tenuis,"Fol, 1872",103360,Animalia,Chordata,Appendicularia,Copelata,Kowalevskiidae,Kowalevskia,"Hopcroft, R. (2021). World List of Appendicularia. Kowalevskia mossi Garstang, 1892. Accessed through: World Register of Marine Species at: http://www.marinespecies.org/aphia.php?p=taxdetails&id=512006 on 2021-07-19",urn:lsid:marinespecies.org:taxname:512006,1,NA,NA,NA,NA,exact,2010-09-01T21:48:56.460Z
103391,http://www.marinespecies.org/aphia.php?p=taxdetails&id=103391,Kowalevskia oceanica,"Lohmann, 1899",accepted,NA,220,Species,103391,Kowalevskia oceanica,"Lohmann, 1899",103360,Animalia,Chordata,Appendicularia,Copelata,Kowalevskiidae,Kowalevskia,"Hopcroft, R. (2021). World List of Appendicularia. Kowalevskia oceanica Lohmann, 1899. Accessed through: World Register of Marine Species at: http://www.marinespecies.org/aphia.php?p=taxdetails&id=103391 on 2021-07-19",urn:lsid:marinespecies.org:taxname:103391,1,NA,NA,NA,NA,exact,2008-04-10T13:29:43.590Z
103392,http://www.marinespecies.org/aphia.php?p=taxdetails&id=103392,Kowalevskia tenuis,"Fol, 1872",accepted,NA,220,Species,103392,Kowalevskia tenuis,"Fol, 1872",103360,Animalia,Chordata,Appendicularia,Copelata,Kowalevskiidae,Kowalevskia,"Hopcroft, R. (2021). World List of Appendicularia. Kowalevskia tenuis Fol, 1872. Accessed through: World Register of Marine Species at: http://www.marinespecies.org/aphia.php?p=taxdetails&id=103392 on 2021-07-19",urn:lsid:marinespecies.org:taxname:103392,1,0,0,0,NA,exact,2010-04-21T07:16:06.243Z
252335,http://www.marinespecies.org/aphia.php?p=taxdetails&id=252335,Bradiclavella dellavallei,"Zirpolo, 1925",unaccepted,original combination,220,Species,103551,Clavelina dellavallei,"(Zirpolo, 1925)",248238,Animalia,Chordata,Ascidiacea,Aplousobranchia,Clavelinidae,Bradiclavella,"Shenkar, N.; Gittenberger, A.; Lambert, G.; Rius, M.; Moreira da Rocha, R.; Swalla, B.J.; Turon, X. (2021). Ascidiacea World Database. Bradiclavella dellavallei Zirpolo, 1925. Accessed through: World Register of Marine Species at: http://www.marinespecies.org/aphia.php?p=taxdetails&id=252335 on 2021-07-19",urn:lsid:marinespecies.org:taxname:252335,1,NA,0,0,NA,exact,2007-12-05T14:57:18.013Z
252546,http://www.marinespecies.org/aphia.php?p=taxdetails&id=252546,Chondrostachys cylindrica,"(Quoy & Gaimard, 1834)",unaccepted,new combination,220,Species,250305,Clavelina cylindrica,"(Quoy & Gaimard, 1834)",249503,Animalia,Chordata,Ascidiacea,Aplousobranchia,Clavelinidae,Chondrostachys,"Shenkar, N.; Gittenberger, A.; Lambert, G.; Rius, M.; Moreira da Rocha, R.; Swalla, B.J.; Turon, X. (2021). Ascidiacea World Database. Chondrostachys cylindrica (Quoy & Gaimard, 1834). Accessed through: World Register of Marine Species at: http://www.marinespecies.org/aphia.php?p=taxdetails&id=252546 on 2021-07-19",urn:lsid:marinespecies.org:taxname:252546,1,NA,0,0,NA,exact,2007-12-05T14:57:18.013Z
252547,http://www.marinespecies.org/aphia.php?p=taxdetails&id=252547,Chondrostachys cylyndrica,"(Quoy & Gaimard, 1834)",unaccepted,literature misspelling,220,Species,250305,Clavelina cylindrica,"(Quoy & Gaimard, 1834)",249503,Animalia,Chordata,Ascidiacea,Aplousobranchia,Clavelinidae,Chondrostachys,"Shenkar, N.; Gittenberger, A.; Lambert, G.; Rius, M.; Moreira da Rocha, R.; Swalla, B.J.; Turon, X. (2021). Ascidiacea World Database. Chondrostachys cylyndrica (Quoy & Gaimard, 1834). Accessed through: World Register of Marine Species at: http://www.marinespecies.org/aphia.php?p=taxdetails&id=252547 on 2021-07-19",urn:lsid:marinespecies.org:taxname:252547,1,NA,0,0,NA,exact,2007-12-05T14:57:18.013Z
252548,http://www.marinespecies.org/aphia.php?p=taxdetails&id=252548,Chondrostachys enormis,"(Herdman, 1880)",unaccepted,new combination,220,Species,215964,Clavelina enormis,"Herdman, 1880",249503,Animalia,Chordata,Ascidiacea,Aplousobranchia,Clavelinidae,Chondrostachys,"Shenkar, N.; Gittenberger, A.; Lambert, G.; Rius, M.; Moreira da Rocha, R.; Swalla, B.J.; Turon, X. (2021). Ascidiacea World Database. Chondrostachys enormis (Herdman, 1880). Accessed through: World Register of Marine Species at: http://www.marinespecies.org/aphia.php?p=taxdetails&id=252548 on 2021-07-19",urn:lsid:marinespecies.org:taxname:252548,1,NA,0,0,NA,exact,2007-12-05T14:57:18.013Z
252549,http://www.marinespecies.org/aphia.php?p=taxdetails&id=252549,Chondrostachys macdonaldi,"Bronn, 1862",unaccepted,original combination,220,Species,250305,Clavelina cylindrica,"(Quoy & Gaimard, 1834)",249503,Animalia,Chordata,Ascidiacea,Aplousobranchia,Clavelinidae,Chondrostachys,"Shenkar, N.; Gittenberger, A.; Lambert, G.; Rius, M.; Moreira da Rocha, R.; Swalla, B.J.; Turon, X. (2021). Ascidiacea World Database. Chondrostachys macdonaldi Bronn, 1862. Accessed through: World Register of Marine Species at: http://www.marinespecies.org/aphia.php?p=taxdetails&id=252549 on 2021-07-19",urn:lsid:marinespecies.org:taxname:252549,1,NA,0,0,NA,exact,2007-12-05T14:57:18.013Z
252550,http://www.marinespecies.org/aphia.php?p=taxdetails&id=252550,Chondrostachys oblonga,"(Herdman, 1880)",unaccepted,new combination,220,Species,103554,Clavelina oblonga,"Herdman, 1880",249503,Animalia,Chordata,Ascidiacea,Aplousobranchia,Clavelinidae,Chondrostachys,"Shenkar, N.; Gittenberger, A.; Lambert, G.; Rius, M.; Moreira da Rocha, R.; Swalla, B.J.; Turon, X. (2021). Ascidiacea World Database. Chondrostachys oblonga (Herdman, 1880). Accessed through: World Register of Marine Species at: http://www.marinespecies.org/aphia.php?p=taxdetails&id=252550 on 2021-07-19",urn:lsid:marinespecies.org:taxname:252550,1,NA,0,0,NA,exact,2007-12-05T14:57:18.013Z
252551,http://www.marinespecies.org/aphia.php?p=taxdetails&id=252551,Chondrostachys picta,"(Verrill, 1900)",unaccepted,new combination,220,Species,250323,Clavelina picta,"(Verrill, 1900)",249503,Animalia,Chordata,Ascidiacea,Aplousobranchia,Clavelinidae,Chondrostachys,"Shenkar, N.; Gittenberger, A.; Lambert, G.; Rius, M.; Moreira da Rocha, R.; Swalla, B.J.; Turon, X. (2021). Ascidiacea World Database. Chondrostachys picta (Verrill, 1900). Accessed through: World Register of Marine Species at: http://www.marinespecies.org/aphia.php?p=taxdetails&id=252551 on 2021-07-19",urn:lsid:marinespecies.org:taxname:252551,1,NA,0,0,NA,exact,2007-12-05T14:57:18.013Z
250296,http://www.marinespecies.org/aphia.php?p=taxdetails&id=250296,Clavelina amplexa,"Kott, 2002",accepted,NA,220,Species,250296,Clavelina amplexa,"Kott, 2002",103453,Animalia,Chordata,Ascidiacea,Aplousobranchia,Clavelinidae,Clavelina,"Shenkar, N.; Gittenberger, A.; Lambert, G.; Rius, M.; Moreira da Rocha, R.; Swalla, B.J.; Turon, X. (2021). Ascidiacea World Database. Clavelina amplexa Kott, 2002. Accessed through: World Register of Marine Species at: http://www.marinespecies.org/aphia.php?p=taxdetails&id=250296 on 2021-07-19",urn:lsid:marinespecies.org:taxname:250296,1,NA,0,0,NA,exact,2007-12-05T12:32:01.097Z
250297,http://www.marinespecies.org/aphia.php?p=taxdetails&id=250297,Clavelina arafurensis,"Tokioka, 1952",accepted,NA,220,Species,250297,Clavelina arafurensis,"Tokioka, 1952",103453,Animalia,Chordata,Ascidiacea,Aplousobranchia,Clavelinidae,Clavelina,"Shenkar, N.; Gittenberger, A.; Lambert, G.; Rius, M.; Moreira da Rocha, R.; Swalla, B.J.; Turon, X. (2021). Ascidiacea World Database. Clavelina arafurensis Tokioka, 1952. Accessed through: World Register of Marine Species at: http://www.marinespecies.org/aphia.php?p=taxdetails&id=250297 on 2021-07-19",urn:lsid:marinespecies.org:taxname:250297,1,NA,0,0,NA,exact,2007-12-05T12:32:01.097Z
250298,http://www.marinespecies.org/aphia.php?p=taxdetails&id=250298,Clavelina auracea,"Monniot C., 1997",accepted,NA,220,Species,250298,Clavelina auracea,"Monniot C., 1997",103453,Animalia,Chordata,Ascidiacea,Aplousobranchia,Clavelinidae,Clavelina,"Shenkar, N.; Gittenberger, A.; Lambert, G.; Rius, M.; Moreira da Rocha, R.; Swalla, B.J.; Turon, X. (2021). Ascidiacea World Database. Clavelina auracea Monniot C., 1997. Accessed through: World Register of Marine Species at: http://www.marinespecies.org/aphia.php?p=taxdetails&id=250298 on 2021-07-19",urn:lsid:marinespecies.org:taxname:250298,1,NA,0,0,NA,exact,2007-12-05T12:32:01.097Z
250299,http://www.marinespecies.org/aphia.php?p=taxdetails&id=250299,Clavelina australis,"(Herdman, 1899)",accepted,NA,220,Species,250299,Clavelina australis,"(Herdman, 1899)",103453,Animalia,Chordata,Ascidiacea,Aplousobranchia,Clavelinidae,Clavelina,"Shenkar, N.; Gittenberger, A.; Lambert, G.; Rius, M.; Moreira da Rocha, R.; Swalla, B.J.; Turon, X. (2021). Ascidiacea World Database. Clavelina australis (Herdman, 1899). Accessed through: World Register of Marine Species at: http://www.marinespecies.org/aphia.php?p=taxdetails&id=250299 on 2021-07-19",urn:lsid:marinespecies.org:taxname:250299,1,NA,0,0,NA,exact,2007-12-05T12:32:01.097Z
250300,http://www.marinespecies.org/aphia.php?p=taxdetails&id=250300,Clavelina baudinensis,"Kott, 1957",accepted,NA,220,Species,250300,Clavelina baudinensis,"Kott, 1957",103453,Animalia,Chordata,Ascidiacea,Aplousobranchia,Clavelinidae,Clavelina,"Shenkar, N.; Gittenberger, A.; Lambert, G.; Rius, M.; Moreira da Rocha, R.; Swalla, B.J.; Turon, X. (2021). Ascidiacea World Database. Clavelina baudinensis Kott, 1957. Accessed through: World Register of Marine Species at: http://www.marinespecies.org/aphia.php?p=taxdetails&id=250300 on 2021-07-19",urn:lsid:marinespecies.org:taxname:250300,1,NA,0,0,NA,exact,2007-12-05T12:32:01.097Z
103550,http://www.marinespecies.org/aphia.php?p=taxdetails&id=103550,Clavelina borealis,"Savigny, 1816",accepted,NA,220,Species,103550,Clavelina borealis,"Savigny, 1816",103453,Animalia,Chordata,Ascidiacea,Aplousobranchia,Clavelinidae,Clavelina,"Shenkar, N.; Gittenberger, A.; Lambert, G.; Rius, M.; Moreira da Rocha, R.; Swalla, B.J.; Turon, X. (2021). Ascidiacea World Database. Clavelina borealis Savigny, 1816. Accessed through: World Register of Marine Species at: http://www.marinespecies.org/aphia.php?p=taxdetails&id=103550 on 2021-07-19",urn:lsid:marinespecies.org:taxname:103550,1,NA,0,0,NA,exact,2007-12-05T12:32:01.097Z
251609,http://www.marinespecies.org/aphia.php?p=taxdetails&id=251609,Clavelina brasilensis,"(Millar, 1977)",unaccepted,synonym,220,Species,266048,Clavelina brasiliensis,"(Millar, 1977)",103453,Animalia,Chordata,Ascidiacea,Aplousobranchia,Clavelinidae,Clavelina,"Shenkar, N.; Gittenberger, A.; Lambert, G.; Rius, M.; Moreira da Rocha, R.; Swalla, B.J.; Turon, X. (2021). Ascidiacea World Database. Clavelina brasilensis (Millar, 1977). Accessed through: World Register of Marine Species at: http://www.marinespecies.org/aphia.php?p=taxdetails&id=251609 on 2021-07-19",urn:lsid:marinespecies.org:taxname:251609,1,NA,0,0,NA,exact,2009-08-11T15:14:09.560Z
266048,http://www.marinespecies.org/aphia.php?p=taxdetails&id=266048,Clavelina brasiliensis,"(Millar, 1977)",accepted,NA,220,Species,266048,Clavelina brasiliensis,"(Millar, 1977)",103453,Animalia,Chordata,Ascidiacea,Aplousobranchia,Clavelinidae,Clavelina,"Shenkar, N.; Gittenberger, A.; Lambert, G.; Rius, M.; Moreira da Rocha, R.; Swalla, B.J.; Turon, X. (2021). Ascidiacea World Database. Clavelina brasiliensis (Millar, 1977). Accessed through: World Register of Marine Species at: http://www.marinespecies.org/aphia.php?p=taxdetails&id=266048 on 2021-07-19",urn:lsid:marinespecies.org:taxname:266048,1,NA,0,0,NA,exact,2009-08-11T15:14:09.560Z
250301,http://www.marinespecies.org/aphia.php?p=taxdetails&id=250301,Clavelina breve,"Monniot C., 1997",accepted,NA,220,Species,250301,Clavelina breve,"Monniot C., 1997",103453,Animalia,Chordata,Ascidiacea,Aplousobranchia,Clavelinidae,Clavelina,"Shenkar, N.; Gittenberger, A.; Lambert, G.; Rius, M.; Moreira da Rocha, R.; Swalla, B.J.; Turon, X. (2021). Ascidiacea World Database. Clavelina breve Monniot C., 1997. Accessed through: World Register of Marine Species at: http://www.marinespecies.org/aphia.php?p=taxdetails&id=250301 on 2021-07-19",urn:lsid:marinespecies.org:taxname:250301,1,NA,0,0,NA,exact,2007-12-05T12:32:01.097Z
252570,http://www.marinespecies.org/aphia.php?p=taxdetails&id=252570,Clavelina chrystallina,"Moeller, 1842",unaccepted,original combination,220,Species,250885,Molgula griffithsii,"(MacLeay, 1825)",103453,Animalia,Chordata,Ascidiacea,Aplousobranchia,Clavelinidae,Clavelina,"Shenkar, N.; Gittenberger, A.; Lambert, G.; Rius, M.; Moreira da Rocha, R.; Swalla, B.J.; Turon, X. (2021). Ascidiacea World Database. Clavelina chrystallina Moeller, 1842. Accessed through: World Register of Marine Species at: http://www.marinespecies.org/aphia.php?p=taxdetails&id=252570 on 2021-07-19",urn:lsid:marinespecies.org:taxname:252570,1,NA,0,0,NA,exact,2007-12-05T14:57:18.013Z
252571,http://www.marinespecies.org/aphia.php?p=taxdetails&id=252571,Clavelina claviformis,"(Herdman, 1899)",unaccepted,new combination,220,Species,250188,Euclavella claviformis,"(Herdman, 1899)",103453,Animalia,Chordata,Ascidiacea,Aplousobranchia,Clavelinidae,Clavelina,"Shenkar, N.; Gittenberger, A.; Lambert, G.; Rius, M.; Moreira da Rocha, R.; Swalla, B.J.; Turon, X. (2021). Ascidiacea World Database. Clavelina claviformis (Herdman, 1899). Accessed through: World Register of Marine Species at: http://www.marinespecies.org/aphia.php?p=taxdetails&id=252571 on 2021-07-19",urn:lsid:marinespecies.org:taxname:252571,1,NA,0,0,NA,exact,2007-12-05T14:57:18.013Z
250302,http://www.marinespecies.org/aphia.php?p=taxdetails&id=250302,Clavelina coerulea,"Oka, 1934",accepted,NA,220,Species,250302,Clavelina coerulea,"Oka, 1934",103453,Animalia,Chordata,Ascidiacea,Aplousobranchia,Clavelinidae,Clavelina,"Shenkar, N.; Gittenberger, A.; Lambert, G.; Rius, M.; Moreira da Rocha, R.; Swalla, B.J.; Turon, X. (2021). Ascidiacea World Database. Clavelina coerulea Oka, 1934. Accessed through: World Register of Marine Species at: http://www.marinespecies.org/aphia.php?p=taxdetails&id=250302 on 2021-07-19",urn:lsid:marinespecies.org:taxname:250302,1,NA,0,0,NA,exact,2007-12-05T12:32:01.097Z
250303,http://www.marinespecies.org/aphia.php?p=taxdetails&id=250303,Clavelina concrescens,"Hartmeyer, 1924",accepted,NA,220,Species,250303,Clavelina concrescens,"Hartmeyer, 1924",103453,Animalia,Chordata,Ascidiacea,Aplousobranchia,Clavelinidae,Clavelina,"Shenkar, N.; Gittenberger, A.; Lambert, G.; Rius, M.; Moreira da Rocha, R.; Swalla, B.J.; Turon, X. (2021). Ascidiacea World Database. Clavelina concrescens Hartmeyer, 1924. Accessed through: World Register of Marine Species at: http://www.marinespecies.org/aphia.php?p=taxdetails&id=250303 on 2021-07-19",urn:lsid:marinespecies.org:taxname:250303,1,NA,0,0,NA,exact,2007-12-05T12:32:01.097Z
252572,http://www.marinespecies.org/aphia.php?p=taxdetails&id=252572,Clavelina crystallina,"Moeller, 1842",unaccepted,literature misspelling,220,Species,250885,Molgula griffithsii,"(MacLeay, 1825)",103453,Animalia,Chordata,Ascidiacea,Aplousobranchia,Clavelinidae,Clavelina,"Shenkar, N.; Gittenberger, A.; Lambert, G.; Rius, M.; Moreira da Rocha, R.; Swalla, B.J.; Turon, X. (2021). Ascidiacea World Database. Clavelina crystallina Moeller, 1842. Accessed through: World Register of Marine Species at: http://www.marinespecies.org/aphia.php?p=taxdetails&id=252572 on 2021-07-19",urn:lsid:marinespecies.org:taxname:252572,1,NA,0,0,NA,exact,2007-12-05T14:57:18.013Z
250304,http://www.marinespecies.org/aphia.php?p=taxdetails&id=250304,Clavelina cyclus,"Tokioka & Nishikawa, 1975",accepted,NA,220,Species,250304,Clavelina cyclus,"Tokioka & Nishikawa, 1975",103453,Animalia,Chordata,Ascidiacea,Aplousobranchia,Clavelinidae,Clavelina,"Shenkar, N.; Gittenberger, A.; Lambert, G.; Rius, M.; Moreira da Rocha, R.; Swalla, B.J.; Turon, X. (2021). Ascidiacea World Database. Clavelina cyclus Tokioka & Nishikawa, 1975. Accessed through: World Register of Marine Species at: http://www.marinespecies.org/aphia.php?p=taxdetails&id=250304 on 2021-07-19",urn:lsid:marinespecies.org:taxname:250304,1,NA,0,0,NA,exact,2007-12-05T12:32:01.097Z
250305,http://www.marinespecies.org/aphia.php?p=taxdetails&id=250305,Clavelina cylindrica,"(Quoy & Gaimard, 1834)",accepted,NA,220,Species,250305,Clavelina cylindrica,"(Quoy & Gaimard, 1834)",103453,Animalia,Chordata,Ascidiacea,Aplousobranchia,Clavelinidae,Clavelina,"Shenkar, N.; Gittenberger, A.; Lambert, G.; Rius, M.; Moreira da Rocha, R.; Swalla, B.J.; Turon, X. (2021). Ascidiacea World Database. Clavelina cylindrica (Quoy & Gaimard, 1834). Accessed through: World Register of Marine Species at: http://www.marinespecies.org/aphia.php?p=taxdetails&id=250305 on 2021-07-19",urn:lsid:marinespecies.org:taxname:250305,1,NA,0,0,NA,exact,2007-12-05T12:32:01.097Z
250306,http://www.marinespecies.org/aphia.php?p=taxdetails&id=250306,Clavelina dagysa,"(Kott, 1957)",accepted,NA,220,Species,250306,Clavelina dagysa,"(Kott, 1957)",103453,Animalia,Chordata,Ascidiacea,Aplousobranchia,Clavelinidae,Clavelina,"Shenkar, N.; Gittenberger, A.; Lambert, G.; Rius, M.; Moreira da Rocha, R.; Swalla, B.J.; Turon, X. (2021). Ascidiacea World Database. Clavelina dagysa (Kott, 1957). Accessed through: World Register of Marine Species at: http://www.marinespecies.org/aphia.php?p=taxdetails&id=250306 on 2021-07-19",urn:lsid:marinespecies.org:taxname:250306,1,NA,0,0,NA,exact,2007-12-05T12:32:01.097Z
103551,http://www.marinespecies.org/aphia.php?p=taxdetails&id=103551,Clavelina dellavallei,"(Zirpolo, 1925)",accepted,NA,220,Species,103551,Clavelina dellavallei,"(Zirpolo, 1925)",103453,Animalia,Chordata,Ascidiacea,Aplousobranchia,Clavelinidae,Clavelina,"Shenkar, N.; Gittenberger, A.; Lambert, G.; Rius, M.; Moreira da Rocha, R.; Swalla, B.J.; Turon, X. (2021). Ascidiacea World Database. Clavelina dellavallei (Zirpolo, 1925). Accessed through: World Register of Marine Species at: http://www.marinespecies.org/aphia.php?p=taxdetails&id=103551 on 2021-07-19",urn:lsid:marinespecies.org:taxname:103551,1,NA,0,0,NA,exact,2007-12-05T12:32:01.097Z
252573,http://www.marinespecies.org/aphia.php?p=taxdetails&id=252573,Clavelina dentatosiphonis,"Millar, 1975",unaccepted,original combination,220,Species,250654,Euherdmania dentatosiphonis,"(Millar, 1975)",103453,Animalia,Chordata,Ascidiacea,Aplousobranchia,Clavelinidae,Clavelina,"Shenkar, N.; Gittenberger, A.; Lambert, G.; Rius, M.; Moreira da Rocha, R.; Swalla, B.J.; Turon, X. (2021). Ascidiacea World Database. Clavelina dentatosiphonis Millar, 1975. Accessed through: World Register of Marine Species at: http://www.marinespecies.org/aphia.php?p=taxdetails&id=252573 on 2021-07-19",urn:lsid:marinespecies.org:taxname:252573,1,NA,0,0,NA,exact,2007-12-05T14:57:18.013Z
252574,http://www.marinespecies.org/aphia.php?p=taxdetails&id=252574,Clavelina detorta,"(Sluiter, 1904)",accepted,NA,220,Species,252574,Clavelina detorta,"(Sluiter, 1904)",103453,Animalia,Chordata,Ascidiacea,Aplousobranchia,Clavelinidae,Clavelina,"Shenkar, N.; Gittenberger, A.; Lambert, G.; Rius, M.; Moreira da Rocha, R.; Swalla, B.J.; Turon, X. (2021). Ascidiacea World Database. Clavelina detorta (Sluiter, 1904). Accessed through: World Register of Marine Species at: http://www.marinespecies.org/aphia.php?p=taxdetails&id=252574 on 2021-07-19",urn:lsid:marinespecies.org:taxname:252574,1,NA,0,0,NA,exact,2007-12-05T14:57:18.013Z
252575,http://www.marinespecies.org/aphia.php?p=taxdetails&id=252575,Clavelina diminuta,"Kott, 1957",unaccepted,original combination,220,Species,251242,Pycnoclavella diminuta,"(Kott, 1957)",103453,Animalia,Chordata,Ascidiacea,Aplousobranchia,Clavelinidae,Clavelina,"Shenkar, N.; Gittenberger, A.; Lambert, G.; Rius, M.; Moreira da Rocha, R.; Swalla, B.J.; Turon, X. (2021). Ascidiacea World Database. Clavelina diminuta Kott, 1957. Accessed through: World Register of Marine Species at: http://www.marinespecies.org/aphia.php?p=taxdetails&id=252575 on 2021-07-19",urn:lsid:marinespecies.org:taxname:252575,1,NA,0,0,NA,exact,2007-12-05T14:57:18.013Z
250307,http://www.marinespecies.org/aphia.php?p=taxdetails&id=250307,Clavelina elegans,"(Oka, 1927)",accepted,NA,220,Species,250307,Clavelina elegans,"(Oka, 1927)",103453,Animalia,Chordata,Ascidiacea,Aplousobranchia,Clavelinidae,Clavelina,"Shenkar, N.; Gittenberger, A.; Lambert, G.; Rius, M.; Moreira da Rocha, R.; Swalla, B.J.; Turon, X. (2021). Ascidiacea World Database. Clavelina elegans (Oka, 1927). Accessed through: World Register of Marine Species at: http://www.marinespecies.org/aphia.php?p=taxdetails&id=250307 on 2021-07-19",urn:lsid:marinespecies.org:taxname:250307,1,NA,0,0,NA,exact,2007-12-05T12:32:01.097Z
215964,http://www.marinespecies.org/aphia.php?p=taxdetails&id=215964,Clavelina enormis,"Herdman, 1880",accepted,NA,220,Species,215964,Clavelina enormis,"Herdman, 1880",103453,Animalia,Chordata,Ascidiacea,Aplousobranchia,Clavelinidae,Clavelina,"Shenkar, N.; Gittenberger, A.; Lambert, G.; Rius, M.; Moreira da Rocha, R.; Swalla, B.J.; Turon, X. (2021). Ascidiacea World Database. Clavelina enormis Herdman, 1880. Accessed through: World Register of Marine Species at: http://www.marinespecies.org/aphia.php?p=taxdetails&id=215964 on 2021-07-19",urn:lsid:marinespecies.org:taxname:215964,1,NA,0,0,NA,exact,2007-12-05T12:32:01.097Z
250308,http://www.marinespecies.org/aphia.php?p=taxdetails&id=250308,Clavelina fasciculata,"Van Name, 1945",accepted,NA,220,Species,250308,Clavelina fasciculata,"Van Name, 1945",103453,Animalia,Chordata,Ascidiacea,Aplousobranchia,Clavelinidae,Clavelina,"Shenkar, N.; Gittenberger, A.; Lambert, G.; Rius, M.; Moreira da Rocha, R.; Swalla, B.J.; Turon, X. (2021). Ascidiacea World Database. Clavelina fasciculata Van Name, 1945. Accessed through: World Register of Marine Species at: http://www.marinespecies.org/aphia.php?p=taxdetails&id=250308 on 2021-07-19",urn:lsid:marinespecies.org:taxname:250308,1,NA,0,0,NA,exact,2007-12-05T12:32:01.097Z
250309,http://www.marinespecies.org/aphia.php?p=taxdetails&id=250309,Clavelina fecunda,"(Sluiter, 1904)",accepted,NA,220,Species,250309,Clavelina fecunda,"(Sluiter, 1904)",103453,Animalia,Chordata,Ascidiacea,Aplousobranchia,Clavelinidae,Clavelina,"Shenkar, N.; Gittenberger, A.; Lambert, G.; Rius, M.; Moreira da Rocha, R.; Swalla, B.J.; Turon, X. (2021). Ascidiacea World Database. Clavelina fecunda (Sluiter, 1904). Accessed through: World Register of Marine Species at: http://www.marinespecies.org/aphia.php?p=taxdetails&id=250309 on 2021-07-19",urn:lsid:marinespecies.org:taxname:250309,1,NA,0,0,NA,exact,2007-12-05T12:32:01.097Z
250310,http://www.marinespecies.org/aphia.php?p=taxdetails&id=250310,Clavelina flava,"Monniot F., 1988",unaccepted,NA,220,Species,422926,Pycnoclavella flava,"(Monniot F., 1988)",103453,Animalia,Chordata,Ascidiacea,Aplousobranchia,Clavelinidae,Clavelina,"Shenkar, N.; Gittenberger, A.; Lambert, G.; Rius, M.; Moreira da Rocha, R.; Swalla, B.J.; Turon, X. (2021). Ascidiacea World Database. Clavelina flava Monniot F., 1988. Accessed through: World Register of Marine Species at: http://www.marinespecies.org/aphia.php?p=taxdetails&id=250310 on 2021-07-19",urn:lsid:marinespecies.org:taxname:250310,1,NA,0,0,NA,exact,2009-10-10T12:47:58.683Z
548031,http://www.marinespecies.org/aphia.php?p=taxdetails&id=548031,Clavelina gemmae,"Turon, 2005",accepted,NA,220,Species,548031,Clavelina gemmae,"Turon, 2005",103453,Animalia,Chordata,Ascidiacea,Aplousobranchia,Clavelinidae,Clavelina,"Shenkar, N.; Gittenberger, A.; Lambert, G.; Rius, M.; Moreira da Rocha, R.; Swalla, B.J.; Turon, X. (2021). Ascidiacea World Database. Clavelina gemmae Turon, 2005. Accessed through: World Register of Marine Species at: http://www.marinespecies.org/aphia.php?p=taxdetails&id=548031 on 2021-07-19",urn:lsid:marinespecies.org:taxname:548031,1,0,0,0,0,exact,2010-11-24T10:18:51.670Z
252576,http://www.marinespecies.org/aphia.php?p=taxdetails&id=252576,Clavelina gigantea,"Van Name, 1921",unaccepted,original combination,220,Species,488025,Stomozoa gigantea,"(Van Name, 1921)",103453,Animalia,Chordata,Ascidiacea,Aplousobranchia,Clavelinidae,Clavelina,"Shenkar, N.; Gittenberger, A.; Lambert, G.; Rius, M.; Moreira da Rocha, R.; Swalla, B.J.; Turon, X. (2021). Ascidiacea World Database. Clavelina gigantea Van Name, 1921. Accessed through: World Register of Marine Species at: http://www.marinespecies.org/aphia.php?p=taxdetails&id=252576 on 2021-07-19",urn:lsid:marinespecies.org:taxname:252576,1,NA,0,0,NA,exact,2010-07-01T23:07:21.167Z
250311,http://www.marinespecies.org/aphia.php?p=taxdetails&id=250311,Clavelina huntsmani,"Van Name, 1931",accepted,NA,220,Species,250311,Clavelina huntsmani,"Van Name, 1931",103453,Animalia,Chordata,Ascidiacea,Aplousobranchia,Clavelinidae,Clavelina,"Shenkar, N.; Gittenberger, A.; Lambert, G.; Rius, M.; Moreira da Rocha, R.; Swalla, B.J.; Turon, X. (2021). Ascidiacea World Database. Clavelina huntsmani Van Name, 1931. Accessed through: World Register of Marine Species at: http://www.marinespecies.org/aphia.php?p=taxdetails&id=250311 on 2021-07-19",urn:lsid:marinespecies.org:taxname:250311,1,NA,0,0,NA,exact,2007-12-05T12:32:01.097Z
251610,http://www.marinespecies.org/aphia.php?p=taxdetails&id=251610,Clavelina kottae,"(Millar, 1960)",accepted,NA,220,Species,251610,Clavelina kottae,"(Millar, 1960)",103453,Animalia,Chordata,Ascidiacea,Aplousobranchia,Clavelinidae,Clavelina,"Shenkar, N.; Gittenberger, A.; Lambert, G.; Rius, M.; Moreira da Rocha, R.; Swalla, B.J.; Turon, X. (2021). Ascidiacea World Database. Clavelina kottae (Millar, 1960). Accessed through: World Register of Marine Species at: http://www.marinespecies.org/aphia.php?p=taxdetails&id=251610 on 2021-07-19",urn:lsid:marinespecies.org:taxname:251610,1,NA,0,0,NA,exact,2007-12-05T12:32:01.097Z
