AphiaID,url,scientificname,authority,status,unacceptreason,taxonRankID,rank,valid_AphiaID,valid_name,valid_authority,parentNameUsageID,kingdom,phylum,class,order,family,genus,citation,lsid,isMarine,isBrackish,isFreshwater,isTerrestrial,isExtinct,match_type,modified
162520,http://www.marinespecies.org/aphia.php?p=taxdetails&id=162520,Ascaris flustrae,"Dalyell, 1853",nomen dubium,NA,220,Species,162520,Ascaris flustrae,"Dalyell, 1853",162517,Animalia,Nemertea,Nemertea incertae sedis,NA,NA,Ascaris,"Norenburg, J.; Gibson, R.; Herrera Bachiller, A.; Strand, M. (2021). World Nemertea Database. Ascaris flustrae Dalyell, 1853. Accessed through: World Register of Marine Species at: http://www.marinespecies.org/aphia.php?p=taxdetails&id=162520 on 2021-07-19",urn:lsid:marinespecies.org:taxname:162520,1,NA,NA,NA,NA,exact,2012-05-04T16:10:10.033Z
177670,http://www.marinespecies.org/aphia.php?p=taxdetails&id=177670,Ascaris longissima,"Gunnerus, 1770",unaccepted,synonym,220,Species,122528,Lineus longissimus,"(Gunnerus, 1770)",162517,Animalia,Nemertea,Nemertea incertae sedis,NA,NA,Ascaris,"Norenburg, J.; Gibson, R.; Herrera Bachiller, A.; Strand, M. (2021). World Nemertea Database. Ascaris longissima Gunnerus, 1770. Accessed through: World Register of Marine Species at: http://www.marinespecies.org/aphia.php?p=taxdetails&id=177670 on 2021-07-19",urn:lsid:marinespecies.org:taxname:177670,1,NA,NA,NA,NA,exact,2012-05-04T16:10:10.033Z
176999,http://www.marinespecies.org/aphia.php?p=taxdetails&id=176999,Borlasia alba,"Thompson, 1845",unaccepted,synonym,220,Species,122666,Amphiporus lactifloreus,"(Johnston, 1828)",147044,Animalia,Nemertea,Nemertea incertae sedis,NA,NA,Borlasia,"Norenburg, J.; Gibson, R.; Herrera Bachiller, A.; Strand, M. (2021). World Nemertea Database. Borlasia alba Thompson, 1845. Accessed through: World Register of Marine Species at: http://www.marinespecies.org/aphia.php?p=taxdetails&id=176999 on 2021-07-19",urn:lsid:marinespecies.org:taxname:176999,1,0,0,0,0,exact,2021-04-04T16:44:39.120Z
177809,http://www.marinespecies.org/aphia.php?p=taxdetails&id=177809,Borlasia alileuti,NA,unaccepted,synonym,220,Species,122478,Cerebratulus marginatus,"Renier, 1804",147044,Animalia,Nemertea,Nemertea incertae sedis,NA,NA,Borlasia,"Norenburg, J.; Gibson, R.; Herrera Bachiller, A.; Strand, M. (2021). World Nemertea Database. Borlasia alileuti. Accessed through: World Register of Marine Species at: http://www.marinespecies.org/aphia.php?p=taxdetails&id=177809 on 2021-07-19",urn:lsid:marinespecies.org:taxname:177809,1,NA,0,0,NA,exact,2005-07-27T07:41:32.257Z
147282,http://www.marinespecies.org/aphia.php?p=taxdetails&id=147282,Borlasia annellata,NA,unaccepted,synonym,220,Species,122454,Cerebratulus annellatus,"(Leuckart, 1849)",147044,Animalia,Nemertea,Nemertea incertae sedis,NA,NA,Borlasia,"Norenburg, J.; Gibson, R.; Herrera Bachiller, A.; Strand, M. (2021). World Nemertea Database. Borlasia annellata. Accessed through: World Register of Marine Species at: http://www.marinespecies.org/aphia.php?p=taxdetails&id=147282 on 2021-07-19",urn:lsid:marinespecies.org:taxname:147282,1,NA,NA,NA,NA,exact,2005-03-04T09:11:57.730Z
177433,http://www.marinespecies.org/aphia.php?p=taxdetails&id=177433,Borlasia annulata,"(Ehrenberg, 1831)",unaccepted,synonym (partim),220,Species,122586,Notospermus geniculatus,"(Delle Chiaje, 1822)",147044,Animalia,Nemertea,Nemertea incertae sedis,NA,NA,Borlasia,"Norenburg, J.; Gibson, R.; Herrera Bachiller, A.; Strand, M. (2021). World Nemertea Database. Borlasia annulata (Ehrenberg, 1831). Accessed through: World Register of Marine Species at: http://www.marinespecies.org/aphia.php?p=taxdetails&id=177433 on 2021-07-19",urn:lsid:marinespecies.org:taxname:177433,1,NA,NA,NA,NA,exact,2012-08-25T21:51:41.503Z
147045,http://www.marinespecies.org/aphia.php?p=taxdetails&id=147045,Borlasia cephalothrix,NA,unaccepted,synonym,220,Species,122596,Cephalothrix linearis,"(Rathke, 1799)",147044,Animalia,Nemertea,Nemertea incertae sedis,NA,NA,Borlasia,"Norenburg, J.; Gibson, R.; Herrera Bachiller, A.; Strand, M. (2021). World Nemertea Database. Borlasia cephalothrix. Accessed through: World Register of Marine Species at: http://www.marinespecies.org/aphia.php?p=taxdetails&id=147045 on 2021-07-19",urn:lsid:marinespecies.org:taxname:147045,1,NA,NA,NA,NA,exact,2005-03-01T14:19:17.980Z
176734,http://www.marinespecies.org/aphia.php?p=taxdetails&id=176734,Borlasia echinoderma,"Marion, 1873",unaccepted,synonym,220,Species,122709,Emplectonema echinoderma,"(Marion, 1873)",147044,Animalia,Nemertea,Nemertea incertae sedis,NA,NA,Borlasia,"Norenburg, J.; Gibson, R.; Herrera Bachiller, A.; Strand, M. (2021). World Nemertea Database. Borlasia echinoderma Marion, 1873. Accessed through: World Register of Marine Species at: http://www.marinespecies.org/aphia.php?p=taxdetails&id=176734 on 2021-07-19",urn:lsid:marinespecies.org:taxname:176734,1,0,0,0,0,exact,2021-04-16T15:30:12.720Z
177749,http://www.marinespecies.org/aphia.php?p=taxdetails&id=177749,Borlasia elizabethae,"McIntosh, 1873-1874",unaccepted,New Combination,220,Species,122503,Euborlasia elizabethae,"(McIntosh, 1873-1874)",147044,Animalia,Nemertea,Nemertea incertae sedis,NA,NA,Borlasia,"Norenburg, J.; Gibson, R.; Herrera Bachiller, A.; Strand, M. (2021). World Nemertea Database. Borlasia elizabethae McIntosh, 1873-1874. Accessed through: World Register of Marine Species at: http://www.marinespecies.org/aphia.php?p=taxdetails&id=177749 on 2021-07-19",urn:lsid:marinespecies.org:taxname:177749,1,0,0,0,0,exact,2020-01-26T16:07:48.003Z
147093,http://www.marinespecies.org/aphia.php?p=taxdetails&id=147093,Borlasia filiformis,NA,unaccepted,synonym,220,Species,573286,Cephalothrix filiformis,"(Johnston, 1828)",147044,Animalia,Nemertea,Nemertea incertae sedis,NA,NA,Borlasia,"Norenburg, J.; Gibson, R.; Herrera Bachiller, A.; Strand, M. (2021). World Nemertea Database. Borlasia filiformis. Accessed through: World Register of Marine Species at: http://www.marinespecies.org/aphia.php?p=taxdetails&id=147093 on 2021-07-19",urn:lsid:marinespecies.org:taxname:147093,1,NA,NA,NA,NA,exact,2005-03-02T11:37:21.403Z
176507,http://www.marinespecies.org/aphia.php?p=taxdetails&id=176507,Borlasia flaccida,"sensu Johnston, 1846",unaccepted,synonym,220,Species,148606,Emplectonema neesii,"(Örsted, 1843)",147044,Animalia,Nemertea,Nemertea incertae sedis,NA,NA,Borlasia,"Norenburg, J.; Gibson, R.; Herrera Bachiller, A.; Strand, M. (2021). World Nemertea Database. Borlasia flaccida sensu Johnston, 1846. Accessed through: World Register of Marine Species at: http://www.marinespecies.org/aphia.php?p=taxdetails&id=176507 on 2021-07-19",urn:lsid:marinespecies.org:taxname:176507,1,NA,NA,NA,NA,exact,2012-08-25T21:51:41.503Z
177624,http://www.marinespecies.org/aphia.php?p=taxdetails&id=177624,Borlasia gesserensis,NA,unaccepted,synonym (partim),220,Species,122536,Lineus ruber,"(Müller, 1774)",147044,Animalia,Nemertea,Nemertea incertae sedis,NA,NA,Borlasia,"Norenburg, J.; Gibson, R.; Herrera Bachiller, A.; Strand, M. (2021). World Nemertea Database. Borlasia gesserensis. Accessed through: World Register of Marine Species at: http://www.marinespecies.org/aphia.php?p=taxdetails&id=177624 on 2021-07-19",urn:lsid:marinespecies.org:taxname:177624,1,NA,NA,NA,NA,exact,2012-08-25T21:51:41.503Z
162596,http://www.marinespecies.org/aphia.php?p=taxdetails&id=162596,Borlasia incompta,"Ehlers, 1871",nomen dubium,NA,220,Species,162596,Borlasia incompta,"Ehlers, 1871",147044,Animalia,Nemertea,Nemertea incertae sedis,NA,NA,Borlasia,"Norenburg, J.; Gibson, R.; Herrera Bachiller, A.; Strand, M. (2021). World Nemertea Database. Borlasia incompta Ehlers, 1871. Accessed through: World Register of Marine Species at: http://www.marinespecies.org/aphia.php?p=taxdetails&id=162596 on 2021-07-19",urn:lsid:marinespecies.org:taxname:162596,1,NA,0,0,NA,exact,2017-04-25T07:34:07.640Z
162597,http://www.marinespecies.org/aphia.php?p=taxdetails&id=162597,Borlasia kurtzii,"Girard, 1853",taxon inquirendum,NA,220,Species,162597,Borlasia kurtzii,"Girard, 1853",147044,Animalia,Nemertea,Nemertea incertae sedis,NA,NA,Borlasia,"Norenburg, J.; Gibson, R.; Herrera Bachiller, A.; Strand, M. (2021). World Nemertea Database. Borlasia kurtzii Girard, 1853. Accessed through: World Register of Marine Species at: http://www.marinespecies.org/aphia.php?p=taxdetails&id=162597 on 2021-07-19",urn:lsid:marinespecies.org:taxname:162597,1,NA,0,0,NA,exact,2017-04-25T07:34:07.640Z
147046,http://www.marinespecies.org/aphia.php?p=taxdetails&id=147046,Borlasia linearis,NA,unaccepted,synonym,220,Species,122596,Cephalothrix linearis,"(Rathke, 1799)",147044,Animalia,Nemertea,Nemertea incertae sedis,NA,NA,Borlasia,"Norenburg, J.; Gibson, R.; Herrera Bachiller, A.; Strand, M. (2021). World Nemertea Database. Borlasia linearis. Accessed through: World Register of Marine Species at: http://www.marinespecies.org/aphia.php?p=taxdetails&id=147046 on 2021-07-19",urn:lsid:marinespecies.org:taxname:147046,1,NA,NA,NA,NA,exact,2005-03-01T14:19:17.980Z
147047,http://www.marinespecies.org/aphia.php?p=taxdetails&id=147047,Borlasia longa,NA,unaccepted,synonym,220,Species,122596,Cephalothrix linearis,"(Rathke, 1799)",147044,Animalia,Nemertea,Nemertea incertae sedis,NA,NA,Borlasia,"Norenburg, J.; Gibson, R.; Herrera Bachiller, A.; Strand, M. (2021). World Nemertea Database. Borlasia longa. Accessed through: World Register of Marine Species at: http://www.marinespecies.org/aphia.php?p=taxdetails&id=147047 on 2021-07-19",urn:lsid:marinespecies.org:taxname:147047,1,NA,NA,NA,NA,exact,2005-03-01T14:19:17.980Z
1506045,http://www.marinespecies.org/aphia.php?p=taxdetails&id=1506045,Borlasia neesii,"(Örsted, 1843)",unaccepted,Synonym,220,Species,148606,Emplectonema neesii,"(Örsted, 1843)",147044,Animalia,Nemertea,Nemertea incertae sedis,NA,NA,Borlasia,"Norenburg, J.; Gibson, R.; Herrera Bachiller, A.; Strand, M. (2021). World Nemertea Database. Borlasia neesii (Örsted, 1843). Accessed through: World Register of Marine Species at: http://www.marinespecies.org/aphia.php?p=taxdetails&id=1506045 on 2021-07-19",urn:lsid:marinespecies.org:taxname:1506045,1,0,0,0,0,exact,2021-04-16T15:30:12.720Z
176983,http://www.marinespecies.org/aphia.php?p=taxdetails&id=176983,Borlasia novae-zelandiae,"Quoy & Gaimard, 1833",unaccepted,synonym,220,Species,156300,Amphiporus novaezelandiae,"(Quoy & Gaimard, 1833)",147044,Animalia,Nemertea,Nemertea incertae sedis,NA,NA,Borlasia,"Norenburg, J.; Gibson, R.; Herrera Bachiller, A.; Strand, M. (2021). World Nemertea Database. Borlasia novae-zelandiae Quoy & Gaimard, 1833. Accessed through: World Register of Marine Species at: http://www.marinespecies.org/aphia.php?p=taxdetails&id=176983 on 2021-07-19",urn:lsid:marinespecies.org:taxname:176983,1,0,0,0,0,exact,2021-04-04T16:44:39.120Z
177774,http://www.marinespecies.org/aphia.php?p=taxdetails&id=177774,Borlasia octoculata,NA,taxon inquirendum,NA,220,Species,177774,Borlasia octoculata,NA,147044,Animalia,Nemertea,Nemertea incertae sedis,NA,NA,Borlasia,"Norenburg, J.; Gibson, R.; Herrera Bachiller, A.; Strand, M. (2021). World Nemertea Database. Borlasia octoculata. Accessed through: World Register of Marine Species at: http://www.marinespecies.org/aphia.php?p=taxdetails&id=177774 on 2021-07-19",urn:lsid:marinespecies.org:taxname:177774,1,NA,0,0,NA,exact,2017-04-25T07:34:07.640Z
177146,http://www.marinespecies.org/aphia.php?p=taxdetails&id=177146,Borlasia quinquelineata,"Quoy & Gaimard, 1833",unaccepted,synonym,220,Species,156009,Baseodiscus quinquelineatus,"(Quoy & Gaimard, 1833)",147044,Animalia,Nemertea,Nemertea incertae sedis,NA,NA,Borlasia,"Norenburg, J.; Gibson, R.; Herrera Bachiller, A.; Strand, M. (2021). World Nemertea Database. Borlasia quinquelineata Quoy & Gaimard, 1833. Accessed through: World Register of Marine Species at: http://www.marinespecies.org/aphia.php?p=taxdetails&id=177146 on 2021-07-19",urn:lsid:marinespecies.org:taxname:177146,1,0,0,0,0,exact,2020-01-20T16:21:10.270Z
177654,http://www.marinespecies.org/aphia.php?p=taxdetails&id=177654,Borlasia rufa,NA,unaccepted,synonym,220,Species,122536,Lineus ruber,"(Müller, 1774)",147044,Animalia,Nemertea,Nemertea incertae sedis,NA,NA,Borlasia,"Norenburg, J.; Gibson, R.; Herrera Bachiller, A.; Strand, M. (2021). World Nemertea Database. Borlasia rufa. Accessed through: World Register of Marine Species at: http://www.marinespecies.org/aphia.php?p=taxdetails&id=177654 on 2021-07-19",urn:lsid:marinespecies.org:taxname:177654,1,NA,0,0,NA,exact,2005-07-26T11:57:29.633Z
147062,http://www.marinespecies.org/aphia.php?p=taxdetails&id=147062,Borlasia rufifrons,"Johnston, 1837",unaccepted,synonym,220,Species,122599,Cephalothrix rufifrons,"(Johnston, 1837)",147044,Animalia,Nemertea,Nemertea incertae sedis,NA,NA,Borlasia,"Norenburg, J.; Gibson, R.; Herrera Bachiller, A.; Strand, M. (2021). World Nemertea Database. Borlasia rufifrons Johnston, 1837. Accessed through: World Register of Marine Species at: http://www.marinespecies.org/aphia.php?p=taxdetails&id=147062 on 2021-07-19",urn:lsid:marinespecies.org:taxname:147062,1,0,0,0,0,exact,2019-08-05T21:22:05.280Z
175805,http://www.marinespecies.org/aphia.php?p=taxdetails&id=175805,Borlasia splendida,"Keferstein, 1862",unaccepted,synonym,220,Species,122860,Punnettia splendida,"(Keferstein, 1862)",147044,Animalia,Nemertea,Nemertea incertae sedis,NA,NA,Borlasia,"Norenburg, J.; Gibson, R.; Herrera Bachiller, A.; Strand, M. (2021). World Nemertea Database. Borlasia splendida Keferstein, 1862. Accessed through: World Register of Marine Species at: http://www.marinespecies.org/aphia.php?p=taxdetails&id=175805 on 2021-07-19",urn:lsid:marinespecies.org:taxname:175805,1,0,0,0,0,exact,2020-12-22T15:41:29.173Z
177265,http://www.marinespecies.org/aphia.php?p=taxdetails&id=177265,Borlasia striata,NA,taxon inquirendum,NA,220,Species,177265,Borlasia striata,NA,147044,Animalia,Nemertea,Nemertea incertae sedis,NA,NA,Borlasia,"Norenburg, J.; Gibson, R.; Herrera Bachiller, A.; Strand, M. (2021). World Nemertea Database. Borlasia striata. Accessed through: World Register of Marine Species at: http://www.marinespecies.org/aphia.php?p=taxdetails&id=177265 on 2021-07-19",urn:lsid:marinespecies.org:taxname:177265,1,NA,0,0,NA,exact,2017-04-25T07:34:07.640Z
162599,http://www.marinespecies.org/aphia.php?p=taxdetails&id=162599,Borlasia viridis,"Grube, 1840",nomen dubium,NA,220,Species,162599,Borlasia viridis,"Grube, 1840",147044,Animalia,Nemertea,Nemertea incertae sedis,NA,NA,Borlasia,"Norenburg, J.; Gibson, R.; Herrera Bachiller, A.; Strand, M. (2021). World Nemertea Database. Borlasia viridis Grube, 1840. Accessed through: World Register of Marine Species at: http://www.marinespecies.org/aphia.php?p=taxdetails&id=162599 on 2021-07-19",urn:lsid:marinespecies.org:taxname:162599,1,NA,0,0,NA,exact,2017-04-25T07:34:07.640Z
1417011,http://www.marinespecies.org/aphia.php?p=taxdetails&id=1417011,Borlasia viridis,"Quoy & Gaimard, 1833",unaccepted,Synonym,220,Species,155920,Notospermus tricuspidatus,"(Quoy & Gaimard, 1833)",147044,Animalia,Nemertea,Nemertea incertae sedis,NA,NA,Borlasia,"Norenburg, J.; Gibson, R.; Herrera Bachiller, A.; Strand, M. (2021). World Nemertea Database. Borlasia viridis Quoy & Gaimard, 1833. Accessed through: World Register of Marine Species at: http://www.marinespecies.org/aphia.php?p=taxdetails&id=1417011 on 2021-07-19",urn:lsid:marinespecies.org:taxname:1417011,1,0,0,0,0,exact,2020-01-27T02:54:26.260Z
175540,http://www.marinespecies.org/aphia.php?p=taxdetails&id=175540,Borlasia vivipara,"Ulyanina, 1870",unaccepted,synonym,220,Species,162647,Prosorhochmus viviparus,"(Ulyanin, 1870)",147044,Animalia,Nemertea,Nemertea incertae sedis,NA,NA,Borlasia,"Norenburg, J.; Gibson, R.; Herrera Bachiller, A.; Strand, M. (2021). World Nemertea Database. Borlasia vivipara Ulyanina, 1870. Accessed through: World Register of Marine Species at: http://www.marinespecies.org/aphia.php?p=taxdetails&id=175540 on 2021-07-19",urn:lsid:marinespecies.org:taxname:175540,1,NA,0,0,0,exact,2018-11-02T16:34:12.627Z
147261,http://www.marinespecies.org/aphia.php?p=taxdetails&id=147261,Gordius anguis,NA,unaccepted,synonym,220,Species,122639,Tubulanus superbus,"(Kölliker, 1845)",147097,Animalia,Nemertea,Nemertea incertae sedis,NA,NA,Gordius,"Norenburg, J.; Gibson, R.; Herrera Bachiller, A.; Strand, M. (2021). World Nemertea Database. Gordius anguis. Accessed through: World Register of Marine Species at: http://www.marinespecies.org/aphia.php?p=taxdetails&id=147261 on 2021-07-19",urn:lsid:marinespecies.org:taxname:147261,1,NA,NA,NA,NA,exact,2005-03-04T09:11:57.730Z
147210,http://www.marinespecies.org/aphia.php?p=taxdetails&id=147210,Gordius annulatus,"Montagu, 1804",unaccepted,basionym,220,Species,122626,Tubulanus annulatus,"(Montagu, 1804)",147097,Animalia,Nemertea,Nemertea incertae sedis,NA,NA,Gordius,"Norenburg, J.; Gibson, R.; Herrera Bachiller, A.; Strand, M. (2021). World Nemertea Database. Gordius annulatus Montagu, 1804. Accessed through: World Register of Marine Species at: http://www.marinespecies.org/aphia.php?p=taxdetails&id=147210 on 2021-07-19",urn:lsid:marinespecies.org:taxname:147210,1,NA,NA,NA,NA,exact,2005-03-03T13:39:03.233Z
177556,http://www.marinespecies.org/aphia.php?p=taxdetails&id=177556,Gordius fasciatus,"Dalyell, 1853",accepted,NA,220,Species,177556,Gordius fasciatus,"Dalyell, 1853",147097,Animalia,Nemertea,Nemertea incertae sedis,NA,NA,Gordius,"Norenburg, J.; Gibson, R.; Herrera Bachiller, A.; Strand, M. (2021). World Nemertea Database. Gordius fasciatus Dalyell, 1853. Accessed through: World Register of Marine Species at: http://www.marinespecies.org/aphia.php?p=taxdetails&id=177556 on 2021-07-19",urn:lsid:marinespecies.org:taxname:177556,1,NA,NA,NA,NA,exact,2016-03-14T07:05:58.020Z
147359,http://www.marinespecies.org/aphia.php?p=taxdetails&id=147359,Gordius fragilis,NA,unaccepted,synonym,220,Species,122478,Cerebratulus marginatus,"Renier, 1804",147097,Animalia,Nemertea,Nemertea incertae sedis,NA,NA,Gordius,"Norenburg, J.; Gibson, R.; Herrera Bachiller, A.; Strand, M. (2021). World Nemertea Database. Gordius fragilis. Accessed through: World Register of Marine Species at: http://www.marinespecies.org/aphia.php?p=taxdetails&id=147359 on 2021-07-19",urn:lsid:marinespecies.org:taxname:147359,1,NA,NA,NA,NA,exact,2005-03-04T13:00:54.747Z
177626,http://www.marinespecies.org/aphia.php?p=taxdetails&id=177626,Gordius gesserensis,"Müller, 1780",accepted,NA,220,Species,177626,Gordius gesserensis,"Müller, 1780",147097,Animalia,Nemertea,Nemertea incertae sedis,NA,NA,Gordius,"Norenburg, J.; Gibson, R.; Herrera Bachiller, A.; Strand, M. (2021). World Nemertea Database. Gordius gesserensis Müller, 1780. Accessed through: World Register of Marine Species at: http://www.marinespecies.org/aphia.php?p=taxdetails&id=177626 on 2021-07-19",urn:lsid:marinespecies.org:taxname:177626,1,NA,NA,NA,NA,exact,2016-03-14T07:05:58.020Z
147098,http://www.marinespecies.org/aphia.php?p=taxdetails&id=147098,Gordius gracilis,NA,unaccepted,synonym,220,Species,573286,Cephalothrix filiformis,"(Johnston, 1828)",147097,Animalia,Nemertea,Nemertea incertae sedis,NA,NA,Gordius,"Norenburg, J.; Gibson, R.; Herrera Bachiller, A.; Strand, M. (2021). World Nemertea Database. Gordius gracilis. Accessed through: World Register of Marine Species at: http://www.marinespecies.org/aphia.php?p=taxdetails&id=147098 on 2021-07-19",urn:lsid:marinespecies.org:taxname:147098,1,NA,NA,NA,NA,exact,2005-03-02T11:37:21.403Z
162609,http://www.marinespecies.org/aphia.php?p=taxdetails&id=162609,Gordius macula,"Renier, 1804",nomen dubium,NA,220,Species,162609,Gordius macula,"Renier, 1804",147097,Animalia,Nemertea,Nemertea incertae sedis,NA,NA,Gordius,"Norenburg, J.; Gibson, R.; Herrera Bachiller, A.; Strand, M. (2021). World Nemertea Database. Gordius macula Renier, 1804. Accessed through: World Register of Marine Species at: http://www.marinespecies.org/aphia.php?p=taxdetails&id=162609 on 2021-07-19",urn:lsid:marinespecies.org:taxname:162609,1,NA,NA,NA,NA,exact,2012-05-04T16:10:10.033Z
177331,http://www.marinespecies.org/aphia.php?p=taxdetails&id=177331,Gordius minor,"Dalyell, 1853",accepted,NA,220,Species,177331,Gordius minor,"Dalyell, 1853",147097,Animalia,Nemertea,Nemertea incertae sedis,NA,NA,Gordius,"Norenburg, J.; Gibson, R.; Herrera Bachiller, A.; Strand, M. (2021). World Nemertea Database. Gordius minor Dalyell, 1853. Accessed through: World Register of Marine Species at: http://www.marinespecies.org/aphia.php?p=taxdetails&id=177331 on 2021-07-19",urn:lsid:marinespecies.org:taxname:177331,1,NA,NA,NA,NA,exact,2016-03-14T07:05:58.020Z
177775,http://www.marinespecies.org/aphia.php?p=taxdetails&id=177775,Gordius oculatus,"Montagu, 1808",accepted,NA,220,Species,177775,Gordius oculatus,"Montagu, 1808",147097,Animalia,Nemertea,Nemertea incertae sedis,NA,NA,Gordius,"Norenburg, J.; Gibson, R.; Herrera Bachiller, A.; Strand, M. (2021). World Nemertea Database. Gordius oculatus Montagu, 1808. Accessed through: World Register of Marine Species at: http://www.marinespecies.org/aphia.php?p=taxdetails&id=177775 on 2021-07-19",urn:lsid:marinespecies.org:taxname:177775,1,NA,NA,NA,NA,exact,2016-03-14T07:05:58.020Z
177470,http://www.marinespecies.org/aphia.php?p=taxdetails&id=177470,Gordius purpureus,"Dalyell, 1853",accepted,NA,220,Species,177470,Gordius purpureus,"Dalyell, 1853",147097,Animalia,Nemertea,Nemertea incertae sedis,NA,NA,Gordius,"Norenburg, J.; Gibson, R.; Herrera Bachiller, A.; Strand, M. (2021). World Nemertea Database. Gordius purpureus Dalyell, 1853. Accessed through: World Register of Marine Species at: http://www.marinespecies.org/aphia.php?p=taxdetails&id=177470 on 2021-07-19",urn:lsid:marinespecies.org:taxname:177470,1,NA,NA,NA,NA,exact,2016-03-14T07:05:58.020Z
162610,http://www.marinespecies.org/aphia.php?p=taxdetails&id=162610,Gordius spinifer,"Dalyell, 1853",accepted,NA,220,Species,162610,Gordius spinifer,"Dalyell, 1853",147097,Animalia,Nemertea,Nemertea incertae sedis,NA,NA,Gordius,"Norenburg, J.; Gibson, R.; Herrera Bachiller, A.; Strand, M. (2021). World Nemertea Database. Gordius spinifer Dalyell, 1853. Accessed through: World Register of Marine Species at: http://www.marinespecies.org/aphia.php?p=taxdetails&id=162610 on 2021-07-19",urn:lsid:marinespecies.org:taxname:162610,1,NA,NA,NA,NA,exact,2005-07-04T07:11:08.960Z
599782,http://www.marinespecies.org/aphia.php?p=taxdetails&id=599782,Legnodesmus ehlersi,"Howell, 1958",accepted,NA,220,Species,599782,Legnodesmus ehlersi,"Howell, 1958",599781,Animalia,Nemertea,Nemertea incertae sedis,NA,NA,Legnodesmus,"Norenburg, J.; Gibson, R.; Herrera Bachiller, A.; Strand, M. (2021). World Nemertea Database. Legnodesmus ehlersi Howell, 1958&nbsp;&#8224;. Accessed through: World Register of Marine Species at: http://www.marinespecies.org/aphia.php?p=taxdetails&id=599782 on 2021-07-19",urn:lsid:marinespecies.org:taxname:599782,1,NA,NA,NA,1,exact,2012-06-08T14:18:29.703Z
162618,http://www.marinespecies.org/aphia.php?p=taxdetails&id=162618,Lobilabrum ostrearium,"Blainville, 1828",taxon inquirendum,NA,220,Species,162618,Lobilabrum ostrearium,"Blainville, 1828",162617,Animalia,Nemertea,Nemertea incertae sedis,NA,NA,Lobilabrum,"Norenburg, J.; Gibson, R.; Herrera Bachiller, A.; Strand, M. (2021). World Nemertea Database. Lobilabrum ostrearium Blainville, 1828. Accessed through: World Register of Marine Species at: http://www.marinespecies.org/aphia.php?p=taxdetails&id=162618 on 2021-07-19",urn:lsid:marinespecies.org:taxname:162618,1,0,0,0,0,exact,2020-01-27T02:54:26.260Z
147281,http://www.marinespecies.org/aphia.php?p=taxdetails&id=147281,Nemertes annellata,"Leuckart, 1849",unaccepted,basionym,220,Species,122454,Cerebratulus annellatus,"(Leuckart, 1849)",147060,Animalia,Nemertea,Nemertea incertae sedis,NA,NA,Nemertes,"Norenburg, J.; Gibson, R.; Herrera Bachiller, A.; Strand, M. (2021). World Nemertea Database. Nemertes annellata Leuckart, 1849. Accessed through: World Register of Marine Species at: http://www.marinespecies.org/aphia.php?p=taxdetails&id=147281 on 2021-07-19",urn:lsid:marinespecies.org:taxname:147281,1,NA,NA,NA,NA,exact,2005-03-04T09:11:57.730Z
162622,http://www.marinespecies.org/aphia.php?p=taxdetails&id=162622,Nemertes assimilis,"Örsted, 1843",accepted,NA,220,Species,162622,Nemertes assimilis,"Örsted, 1843",147060,Animalia,Nemertea,Nemertea incertae sedis,NA,NA,Nemertes,"Norenburg, J.; Gibson, R.; Herrera Bachiller, A.; Strand, M. (2021). World Nemertea Database. Nemertes assimilis Örsted, 1843. Accessed through: World Register of Marine Species at: http://www.marinespecies.org/aphia.php?p=taxdetails&id=162622 on 2021-07-19",urn:lsid:marinespecies.org:taxname:162622,1,NA,NA,NA,NA,exact,2005-07-04T07:45:17.917Z
1417002,http://www.marinespecies.org/aphia.php?p=taxdetails&id=1417002,Nemertes badia,"(Rathke, 1799)",unaccepted,Synonym,220,Species,162427,Gibsonnemertes spectabilis,"(Quatrefages, 1846)",147060,Animalia,Nemertea,Nemertea incertae sedis,NA,NA,Nemertes,"Norenburg, J.; Gibson, R.; Herrera Bachiller, A.; Strand, M. (2021). World Nemertea Database. Nemertes badia (Rathke, 1799). Accessed through: World Register of Marine Species at: http://www.marinespecies.org/aphia.php?p=taxdetails&id=1417002 on 2021-07-19",urn:lsid:marinespecies.org:taxname:1417002,1,0,0,0,0,exact,2020-01-26T16:07:48.003Z
176685,http://www.marinespecies.org/aphia.php?p=taxdetails&id=176685,Nemertes balmea,NA,unaccepted,synonym,220,Species,122710,Emplectonema gracile,"(Johnston, 1837)",147060,Animalia,Nemertea,Nemertea incertae sedis,NA,NA,Nemertes,"Norenburg, J.; Gibson, R.; Herrera Bachiller, A.; Strand, M. (2021). World Nemertea Database. Nemertes balmea. Accessed through: World Register of Marine Species at: http://www.marinespecies.org/aphia.php?p=taxdetails&id=176685 on 2021-07-19",urn:lsid:marinespecies.org:taxname:176685,1,NA,0,0,NA,exact,2005-07-22T09:09:42.963Z
