AphiaID,url,scientificname,authority,status,unacceptreason,taxonRankID,rank,valid_AphiaID,valid_name,valid_authority,parentNameUsageID,kingdom,phylum,class,order,family,genus,citation,lsid,isMarine,isBrackish,isFreshwater,isTerrestrial,isExtinct,match_type,modified
159715,http://www.marinespecies.org/aphia.php?p=taxdetails&id=159715,Paratenuisentis ambiguus,"(Van Cleave, 1921) Bullock & Samuel, 1975",accepted,NA,220,Species,159715,Paratenuisentis ambiguus,"(Van Cleave, 1921) Bullock & Samuel, 1975",159711,Animalia,Acanthocephala,Eoacanthocephala,Neoechinorhynchida,Tenuisentidae,Paratenuisentis,"Gibson, D.; Wayland, M. (2021). World List of marine Acanthocephala. Paratenuisentis ambiguus (Van Cleave, 1921) Bullock & Samuel, 1975. Accessed through: World Register of Marine Species at: http://www.marinespecies.org/aphia.php?p=taxdetails&id=159715 on 2021-07-16",urn:lsid:marinespecies.org:taxname:159715,1,NA,1,NA,NA,exact,2020-01-10T12:27:46.763Z
448698,http://www.marinespecies.org/aphia.php?p=taxdetails&id=448698,Bolborhynchoides exiguus,"(Achmerow & Dombrowskaja-Achmerova, 1941) Achmerov & Dombrovskaja, 1959",accepted,NA,220,Species,448698,Bolborhynchoides exiguus,"(Achmerow & Dombrowskaja-Achmerova, 1941) Achmerov & Dombrovskaja, 1959",448577,Animalia,Acanthocephala,Palaeacanthocephala,Echinorhynchida,Arhythmacanthidae,Bolborhynchoides,"Gibson, D.; Wayland, M. (2021). World List of marine Acanthocephala. Bolborhynchoides exiguus (Achmerow & Dombrowskaja-Achmerova, 1941) Achmerov & Dombrovskaja, 1959. Accessed through: World Register of Marine Species at: http://www.marinespecies.org/aphia.php?p=taxdetails&id=448698 on 2021-07-16",urn:lsid:marinespecies.org:taxname:448698,NA,1,1,NA,NA,exact,2020-06-11T12:32:47.063Z
419300,http://www.marinespecies.org/aphia.php?p=taxdetails&id=419300,Caballerorhynchus lamothei,"Salgado-Maldonado, 1977",accepted,NA,220,Species,419300,Caballerorhynchus lamothei,"Salgado-Maldonado, 1977",415141,Animalia,Acanthocephala,Palaeacanthocephala,Echinorhynchida,Cavisomatidae,Caballerorhynchus,"Gibson, D.; Wayland, M. (2021). World List of marine Acanthocephala. Caballerorhynchus lamothei Salgado-Maldonado, 1977. Accessed through: World Register of Marine Species at: http://www.marinespecies.org/aphia.php?p=taxdetails&id=419300 on 2021-07-16",urn:lsid:marinespecies.org:taxname:419300,1,1,NA,NA,NA,exact,2010-01-26T06:51:47.537Z
1322523,http://www.marinespecies.org/aphia.php?p=taxdetails&id=1322523,Cavisoma chromitidis,"Cable & Quick, 1954",unaccepted,Superseded combination,220,Species,826536,Pseudocavisoma chromitidis,"(Cable & Quick, 1954) Golvan & Houin, 1964",448563,Animalia,Acanthocephala,Palaeacanthocephala,Echinorhynchida,Cavisomatidae,Cavisoma,"Gibson, D.; Wayland, M. (2021). World List of marine Acanthocephala. Cavisoma chromitidis Cable & Quick, 1954. Accessed through: World Register of Marine Species at: http://www.marinespecies.org/aphia.php?p=taxdetails&id=1322523 on 2021-07-16",urn:lsid:marinespecies.org:taxname:1322523,1,NA,NA,NA,NA,exact,2019-02-08T16:30:30.970Z
1061522,http://www.marinespecies.org/aphia.php?p=taxdetails&id=1061522,Cavisoma magnum,"(Southwell, 1927) Van Cleave, 1931",accepted,NA,220,Species,1061522,Cavisoma magnum,"(Southwell, 1927) Van Cleave, 1931",448563,Animalia,Acanthocephala,Palaeacanthocephala,Echinorhynchida,Cavisomatidae,Cavisoma,"Gibson, D.; Wayland, M. (2021). World List of marine Acanthocephala. Cavisoma magnum (Southwell, 1927) Van Cleave, 1931. Accessed through: World Register of Marine Species at: http://www.marinespecies.org/aphia.php?p=taxdetails&id=1061522 on 2021-07-16",urn:lsid:marinespecies.org:taxname:1061522,1,NA,1,NA,NA,exact,2020-03-18T19:22:08.770Z
448646,http://www.marinespecies.org/aphia.php?p=taxdetails&id=448646,Cavisoma magnus,"(Southwell, 1927) Van Cleave, 1931",unaccepted,Malformed suffix,220,Species,1061522,Cavisoma magnum,"(Southwell, 1927) Van Cleave, 1931",448563,Animalia,Acanthocephala,Palaeacanthocephala,Echinorhynchida,Cavisomatidae,Cavisoma,"Gibson, D.; Wayland, M. (2021). World List of marine Acanthocephala. Cavisoma magnus (Southwell, 1927) Van Cleave, 1931. Accessed through: World Register of Marine Species at: http://www.marinespecies.org/aphia.php?p=taxdetails&id=448646 on 2021-07-16",urn:lsid:marinespecies.org:taxname:448646,1,NA,NA,NA,NA,exact,2018-02-24T16:16:55.573Z
448647,http://www.marinespecies.org/aphia.php?p=taxdetails&id=448647,Femogibbosus assi,"Paruchin, 1973",accepted,NA,220,Species,448647,Femogibbosus assi,"Paruchin, 1973",448564,Animalia,Acanthocephala,Palaeacanthocephala,Echinorhynchida,Cavisomatidae,Femogibbosus,"Gibson, D.; Wayland, M. (2021). World List of marine Acanthocephala. Femogibbosus assi Paruchin, 1973. Accessed through: World Register of Marine Species at: http://www.marinespecies.org/aphia.php?p=taxdetails&id=448647 on 2021-07-16",urn:lsid:marinespecies.org:taxname:448647,1,NA,NA,NA,NA,exact,2010-01-26T09:23:44.957Z
448648,http://www.marinespecies.org/aphia.php?p=taxdetails&id=448648,Filisoma acanthocybii,"Wang, Wang & Wu, 1993",accepted,NA,220,Species,448648,Filisoma acanthocybii,"Wang, Wang & Wu, 1993",415390,Animalia,Acanthocephala,Palaeacanthocephala,Echinorhynchida,Cavisomatidae,Filisoma,"Gibson, D.; Wayland, M. (2021). World List of marine Acanthocephala. Filisoma acanthocybii Wang, Wang & Wu, 1993. Accessed through: World Register of Marine Species at: http://www.marinespecies.org/aphia.php?p=taxdetails&id=448648 on 2021-07-16",urn:lsid:marinespecies.org:taxname:448648,1,NA,NA,NA,NA,exact,2010-01-26T09:23:44.957Z
1516916,http://www.marinespecies.org/aphia.php?p=taxdetails&id=1516916,Filisoma argusum,"Kaur, Shamal, Chandran, Sharma & Sanil, 2021",accepted,NA,220,Species,1516916,Filisoma argusum,"Kaur, Shamal, Chandran, Sharma & Sanil, 2021",415390,Animalia,Acanthocephala,Palaeacanthocephala,Echinorhynchida,Cavisomatidae,Filisoma,"Gibson, D.; Wayland, M. (2021). World List of marine Acanthocephala. Filisoma argusum Kaur, Shamal, Chandran, Sharma & Sanil, 2021. Accessed through: World Register of Marine Species at: http://www.marinespecies.org/aphia.php?p=taxdetails&id=1516916 on 2021-07-16",urn:lsid:marinespecies.org:taxname:1516916,1,1,NA,NA,NA,exact,2021-06-25T14:47:46.280Z
1424169,http://www.marinespecies.org/aphia.php?p=taxdetails&id=1424169,Filisoma atropi,"Wang & Wang, 1988",accepted,NA,220,Species,1424169,Filisoma atropi,"Wang & Wang, 1988",415390,Animalia,Acanthocephala,Palaeacanthocephala,Echinorhynchida,Cavisomatidae,Filisoma,"Gibson, D.; Wayland, M. (2021). World List of marine Acanthocephala. Filisoma atropi Wang & Wang, 1988. Accessed through: World Register of Marine Species at: http://www.marinespecies.org/aphia.php?p=taxdetails&id=1424169 on 2021-07-16",urn:lsid:marinespecies.org:taxname:1424169,1,NA,NA,NA,NA,exact,2020-03-05T16:36:36.910Z
1023367,http://www.marinespecies.org/aphia.php?p=taxdetails&id=1023367,Filisoma bucerium,"Van Cleave, 1940",accepted,NA,220,Species,1023367,Filisoma bucerium,"Van Cleave, 1940",415390,Animalia,Acanthocephala,Palaeacanthocephala,Echinorhynchida,Cavisomatidae,Filisoma,"Gibson, D.; Wayland, M. (2021). World List of marine Acanthocephala. Filisoma bucerium Van Cleave, 1940. Accessed through: World Register of Marine Species at: http://www.marinespecies.org/aphia.php?p=taxdetails&id=1023367 on 2021-07-16",urn:lsid:marinespecies.org:taxname:1023367,1,NA,NA,NA,NA,exact,2017-07-27T22:05:42.863Z
1326793,http://www.marinespecies.org/aphia.php?p=taxdetails&id=1326793,Filisoma caudata,"Costa Fernandes, Amin, Borges & Santos, 2019",unaccepted,Malformed suffix,220,Species,1330443,Filisoma caudatum,"Costa Fernandes, Amin, Borges & Santos, 2019",415390,Animalia,Acanthocephala,Palaeacanthocephala,Echinorhynchida,Cavisomatidae,Filisoma,"Gibson, D.; Wayland, M. (2021). World List of marine Acanthocephala. Filisoma caudata Costa Fernandes, Amin, Borges & Santos, 2019. Accessed through: World Register of Marine Species at: http://www.marinespecies.org/aphia.php?p=taxdetails&id=1326793 on 2021-07-16",urn:lsid:marinespecies.org:taxname:1326793,1,NA,NA,NA,NA,exact,2019-03-06T14:56:35.140Z
1330443,http://www.marinespecies.org/aphia.php?p=taxdetails&id=1330443,Filisoma caudatum,"Costa Fernandes, Amin, Borges & Santos, 2019",accepted,NA,220,Species,1330443,Filisoma caudatum,"Costa Fernandes, Amin, Borges & Santos, 2019",415390,Animalia,Acanthocephala,Palaeacanthocephala,Echinorhynchida,Cavisomatidae,Filisoma,"Gibson, D.; Wayland, M. (2021). World List of marine Acanthocephala. Filisoma caudatum Costa Fernandes, Amin, Borges & Santos, 2019. Accessed through: World Register of Marine Species at: http://www.marinespecies.org/aphia.php?p=taxdetails&id=1330443 on 2021-07-16",urn:lsid:marinespecies.org:taxname:1330443,1,NA,NA,NA,NA,exact,2019-03-06T14:56:35.140Z
419301,http://www.marinespecies.org/aphia.php?p=taxdetails&id=419301,Filisoma fidum,"Van Cleave & Manter, 1947",accepted,NA,220,Species,419301,Filisoma fidum,"Van Cleave & Manter, 1947",415390,Animalia,Acanthocephala,Palaeacanthocephala,Echinorhynchida,Cavisomatidae,Filisoma,"Gibson, D.; Wayland, M. (2021). World List of marine Acanthocephala. Filisoma fidum Van Cleave & Manter, 1947. Accessed through: World Register of Marine Species at: http://www.marinespecies.org/aphia.php?p=taxdetails&id=419301 on 2021-07-16",urn:lsid:marinespecies.org:taxname:419301,1,NA,NA,NA,NA,exact,2010-01-25T13:04:28.563Z
1330439,http://www.marinespecies.org/aphia.php?p=taxdetails&id=1330439,Filisoma filiforme,"Weaver & Smales, 2013",accepted,NA,220,Species,1330439,Filisoma filiforme,"Weaver & Smales, 2013",415390,Animalia,Acanthocephala,Palaeacanthocephala,Echinorhynchida,Cavisomatidae,Filisoma,"Gibson, D.; Wayland, M. (2021). World List of marine Acanthocephala. Filisoma filiforme Weaver & Smales, 2013. Accessed through: World Register of Marine Species at: http://www.marinespecies.org/aphia.php?p=taxdetails&id=1330439 on 2021-07-16",urn:lsid:marinespecies.org:taxname:1330439,1,NA,NA,NA,NA,exact,2019-03-06T14:56:35.140Z
1023345,http://www.marinespecies.org/aphia.php?p=taxdetails&id=1023345,Filisoma filiformis,"Weaver & Smales, 2013",unaccepted,Malformed suffix,220,Species,1330439,Filisoma filiforme,"Weaver & Smales, 2013",415390,Animalia,Acanthocephala,Palaeacanthocephala,Echinorhynchida,Cavisomatidae,Filisoma,"Gibson, D.; Wayland, M. (2021). World List of marine Acanthocephala. Filisoma filiformis Weaver & Smales, 2013. Accessed through: World Register of Marine Species at: http://www.marinespecies.org/aphia.php?p=taxdetails&id=1023345 on 2021-07-16",urn:lsid:marinespecies.org:taxname:1023345,1,NA,NA,NA,NA,exact,2019-03-06T14:56:35.140Z
448890,http://www.marinespecies.org/aphia.php?p=taxdetails&id=448890,Filisoma hoogliense,"Datta & Soota, 1960",unaccepted,Synonym ,220,Species,448649,Filisoma indicum,"Van Cleave, 1928",415390,Animalia,Acanthocephala,Palaeacanthocephala,Echinorhynchida,Cavisomatidae,Filisoma,"Gibson, D.; Wayland, M. (2021). World List of marine Acanthocephala. Filisoma hoogliense Datta & Soota, 1960. Accessed through: World Register of Marine Species at: http://www.marinespecies.org/aphia.php?p=taxdetails&id=448890 on 2021-07-16",urn:lsid:marinespecies.org:taxname:448890,1,NA,NA,NA,NA,exact,2020-05-11T08:05:35.037Z
1322439,http://www.marinespecies.org/aphia.php?p=taxdetails&id=1322439,Filisoma hoogliensis,"Datta & Soota, 1962",unaccepted,Malformed suffix,220,Species,448649,Filisoma indicum,"Van Cleave, 1928",415390,Animalia,Acanthocephala,Palaeacanthocephala,Echinorhynchida,Cavisomatidae,Filisoma,"Gibson, D.; Wayland, M. (2021). World List of marine Acanthocephala. Filisoma hoogliensis Datta & Soota, 1962. Accessed through: World Register of Marine Species at: http://www.marinespecies.org/aphia.php?p=taxdetails&id=1322439 on 2021-07-16",urn:lsid:marinespecies.org:taxname:1322439,1,NA,NA,NA,NA,exact,2019-01-23T18:46:37.467Z
448649,http://www.marinespecies.org/aphia.php?p=taxdetails&id=448649,Filisoma indicum,"Van Cleave, 1928",accepted,NA,220,Species,448649,Filisoma indicum,"Van Cleave, 1928",415390,Animalia,Acanthocephala,Palaeacanthocephala,Echinorhynchida,Cavisomatidae,Filisoma,"Gibson, D.; Wayland, M. (2021). World List of marine Acanthocephala. Filisoma indicum Van Cleave, 1928. Accessed through: World Register of Marine Species at: http://www.marinespecies.org/aphia.php?p=taxdetails&id=448649 on 2021-07-16",urn:lsid:marinespecies.org:taxname:448649,1,1,NA,NA,NA,exact,2010-01-26T09:23:44.957Z
448650,http://www.marinespecies.org/aphia.php?p=taxdetails&id=448650,Filisoma inglisi,"Gupta & Naqvi, 1986",accepted,NA,220,Species,448650,Filisoma inglisi,"Gupta & Naqvi, 1986",415390,Animalia,Acanthocephala,Palaeacanthocephala,Echinorhynchida,Cavisomatidae,Filisoma,"Gibson, D.; Wayland, M. (2021). World List of marine Acanthocephala. Filisoma inglisi Gupta & Naqvi, 1986. Accessed through: World Register of Marine Species at: http://www.marinespecies.org/aphia.php?p=taxdetails&id=448650 on 2021-07-16",urn:lsid:marinespecies.org:taxname:448650,1,NA,NA,NA,NA,exact,2010-01-26T09:23:44.957Z
448651,http://www.marinespecies.org/aphia.php?p=taxdetails&id=448651,Filisoma japonicum,"Fukui & Morisita, 1936",unaccepted,Superseded combination,220,Species,448674,Acanthocephalus japonicus,"(Fukui & Morisita, 1936) Petrochencko, 1956",415390,Animalia,Acanthocephala,Palaeacanthocephala,Echinorhynchida,Cavisomatidae,Filisoma,"Gibson, D.; Wayland, M. (2021). World List of marine Acanthocephala. Filisoma japonicum Fukui & Morisita, 1936. Accessed through: World Register of Marine Species at: http://www.marinespecies.org/aphia.php?p=taxdetails&id=448651 on 2021-07-16",urn:lsid:marinespecies.org:taxname:448651,1,NA,NA,NA,NA,exact,2020-04-04T14:37:38.150Z
1330447,http://www.marinespecies.org/aphia.php?p=taxdetails&id=1330447,Filisoma longcementglandatum,"Amin & Nahhas, 1994",accepted,NA,220,Species,1330447,Filisoma longcementglandatum,"Amin & Nahhas, 1994",415390,Animalia,Acanthocephala,Palaeacanthocephala,Echinorhynchida,Cavisomatidae,Filisoma,"Gibson, D.; Wayland, M. (2021). World List of marine Acanthocephala. Filisoma longcementglandatum Amin & Nahhas, 1994. Accessed through: World Register of Marine Species at: http://www.marinespecies.org/aphia.php?p=taxdetails&id=1330447 on 2021-07-16",urn:lsid:marinespecies.org:taxname:1330447,1,NA,NA,NA,NA,exact,2019-03-06T18:33:19.077Z
448652,http://www.marinespecies.org/aphia.php?p=taxdetails&id=448652,Filisoma longcementglandatus,"Amin & Nahhas, 1994",unaccepted,Malformed suffix,220,Species,1330447,Filisoma longcementglandatum,"Amin & Nahhas, 1994",415390,Animalia,Acanthocephala,Palaeacanthocephala,Echinorhynchida,Cavisomatidae,Filisoma,"Gibson, D.; Wayland, M. (2021). World List of marine Acanthocephala. Filisoma longcementglandatus Amin & Nahhas, 1994. Accessed through: World Register of Marine Species at: http://www.marinespecies.org/aphia.php?p=taxdetails&id=448652 on 2021-07-16",urn:lsid:marinespecies.org:taxname:448652,1,NA,NA,NA,NA,exact,2019-03-06T18:33:19.077Z
1435566,http://www.marinespecies.org/aphia.php?p=taxdetails&id=1435566,Filisoma micracanthi,"Harada, 1938",unaccepted,Lapsus,220,Species,448653,Filisoma microcanthi,"Harada, 1938",415390,Animalia,Acanthocephala,Palaeacanthocephala,Echinorhynchida,Cavisomatidae,Filisoma,"Gibson, D.; Wayland, M. (2021). World List of marine Acanthocephala. Filisoma micracanthi Harada, 1938. Accessed through: World Register of Marine Species at: http://www.marinespecies.org/aphia.php?p=taxdetails&id=1435566 on 2021-07-16",urn:lsid:marinespecies.org:taxname:1435566,1,NA,NA,NA,NA,exact,2020-05-11T08:05:35.037Z
448653,http://www.marinespecies.org/aphia.php?p=taxdetails&id=448653,Filisoma microcanthi,"Harada, 1938",accepted,NA,220,Species,448653,Filisoma microcanthi,"Harada, 1938",415390,Animalia,Acanthocephala,Palaeacanthocephala,Echinorhynchida,Cavisomatidae,Filisoma,"Gibson, D.; Wayland, M. (2021). World List of marine Acanthocephala. Filisoma microcanthi Harada, 1938. Accessed through: World Register of Marine Species at: http://www.marinespecies.org/aphia.php?p=taxdetails&id=448653 on 2021-07-16",urn:lsid:marinespecies.org:taxname:448653,1,NA,NA,NA,NA,exact,2020-05-11T08:05:35.037Z
448654,http://www.marinespecies.org/aphia.php?p=taxdetails&id=448654,Filisoma oplegnathi,"Wang & Wang, 1988",accepted,NA,220,Species,448654,Filisoma oplegnathi,"Wang & Wang, 1988",415390,Animalia,Acanthocephala,Palaeacanthocephala,Echinorhynchida,Cavisomatidae,Filisoma,"Gibson, D.; Wayland, M. (2021). World List of marine Acanthocephala. Filisoma oplegnathi Wang & Wang, 1988. Accessed through: World Register of Marine Species at: http://www.marinespecies.org/aphia.php?p=taxdetails&id=448654 on 2021-07-16",urn:lsid:marinespecies.org:taxname:448654,1,NA,NA,NA,NA,exact,2010-01-26T09:23:44.957Z
448655,http://www.marinespecies.org/aphia.php?p=taxdetails&id=448655,Filisoma rizalinum,"Tubangui & Masiluñgan, 1946",accepted,NA,220,Species,448655,Filisoma rizalinum,"Tubangui & Masiluñgan, 1946",415390,Animalia,Acanthocephala,Palaeacanthocephala,Echinorhynchida,Cavisomatidae,Filisoma,"Gibson, D.; Wayland, M. (2021). World List of marine Acanthocephala. Filisoma rizalinum Tubangui & Masiluñgan, 1946. Accessed through: World Register of Marine Species at: http://www.marinespecies.org/aphia.php?p=taxdetails&id=448655 on 2021-07-16",urn:lsid:marinespecies.org:taxname:448655,1,NA,NA,NA,NA,exact,2010-01-26T09:23:44.957Z
448656,http://www.marinespecies.org/aphia.php?p=taxdetails&id=448656,Filisoma scatophagusi,"Datta & Soota, 1962",accepted,NA,220,Species,448656,Filisoma scatophagusi,"Datta & Soota, 1962",415390,Animalia,Acanthocephala,Palaeacanthocephala,Echinorhynchida,Cavisomatidae,Filisoma,"Gibson, D.; Wayland, M. (2021). World List of marine Acanthocephala. Filisoma scatophagusi Datta & Soota, 1962. Accessed through: World Register of Marine Species at: http://www.marinespecies.org/aphia.php?p=taxdetails&id=448656 on 2021-07-16",urn:lsid:marinespecies.org:taxname:448656,1,NA,NA,NA,NA,exact,2010-01-26T09:23:44.957Z
1392498,http://www.marinespecies.org/aphia.php?p=taxdetails&id=1392498,Neogorgorhynchus aspinosus,"(Fukui & Morisita, 1937) Golvan, 1960",unaccepted,Superseded combination,220,Species,448891,Neorhadinorhynchus aspinosus,"(Fukui & Morisita, 1937) Yamaguti, 1939",1322441,Animalia,Acanthocephala,Palaeacanthocephala,Echinorhynchida,Cavisomatidae,Neogorgorhynchus,"Gibson, D.; Wayland, M. (2021). World List of marine Acanthocephala. Neogorgorhynchus aspinosus (Fukui & Morisita, 1937) Golvan, 1960. Accessed through: World Register of Marine Species at: http://www.marinespecies.org/aphia.php?p=taxdetails&id=1392498 on 2021-07-16",urn:lsid:marinespecies.org:taxname:1392498,1,NA,NA,NA,NA,exact,2019-12-10T19:09:56.897Z
1435564,http://www.marinespecies.org/aphia.php?p=taxdetails&id=1435564,Neogorgorhynchus nudus,"(Harada, 1938) Golvan, 1960",unaccepted,Superseded combination,220,Species,448894,Neorhadinorhynchus nudus,"(Harada, 1938) Yamaguti, 1939",1322441,Animalia,Acanthocephala,Palaeacanthocephala,Echinorhynchida,Cavisomatidae,Neogorgorhynchus,"Gibson, D.; Wayland, M. (2021). World List of marine Acanthocephala. Neogorgorhynchus nudus (Harada, 1938) Golvan, 1960. Accessed through: World Register of Marine Species at: http://www.marinespecies.org/aphia.php?p=taxdetails&id=1435564 on 2021-07-16",urn:lsid:marinespecies.org:taxname:1435564,1,NA,NA,NA,NA,exact,2020-05-11T08:05:35.037Z
448891,http://www.marinespecies.org/aphia.php?p=taxdetails&id=448891,Neorhadinorhynchus aspinosus,"(Fukui & Morisita, 1937) Yamaguti, 1939",accepted,NA,220,Species,448891,Neorhadinorhynchus aspinosus,"(Fukui & Morisita, 1937) Yamaguti, 1939",20374,Animalia,Acanthocephala,Palaeacanthocephala,Echinorhynchida,Cavisomatidae,Neorhadinorhynchus,"Gibson, D.; Wayland, M. (2021). World List of marine Acanthocephala. Neorhadinorhynchus aspinosus (Fukui & Morisita, 1937) Yamaguti, 1939. Accessed through: World Register of Marine Species at: http://www.marinespecies.org/aphia.php?p=taxdetails&id=448891 on 2021-07-16",urn:lsid:marinespecies.org:taxname:448891,1,NA,NA,NA,NA,exact,2019-12-10T19:09:56.897Z
100627,http://www.marinespecies.org/aphia.php?p=taxdetails&id=100627,Neorhadinorhynchus atlanticus,"Gaevskaja & Nigmatulin, 1977",accepted,NA,220,Species,100627,Neorhadinorhynchus atlanticus,"Gaevskaja & Nigmatulin, 1977",20374,Animalia,Acanthocephala,Palaeacanthocephala,Echinorhynchida,Cavisomatidae,Neorhadinorhynchus,"Gibson, D.; Wayland, M. (2021). World List of marine Acanthocephala. Neorhadinorhynchus atlanticus Gaevskaja & Nigmatulin, 1977. Accessed through: World Register of Marine Species at: http://www.marinespecies.org/aphia.php?p=taxdetails&id=100627 on 2021-07-16",urn:lsid:marinespecies.org:taxname:100627,1,NA,NA,NA,NA,exact,2016-03-31T17:36:43.700Z
850396,http://www.marinespecies.org/aphia.php?p=taxdetails&id=850396,Neorhadinorhynchus atypicalis,"Amin & Ha, 2011",accepted,NA,220,Species,850396,Neorhadinorhynchus atypicalis,"Amin & Ha, 2011",20374,Animalia,Acanthocephala,Palaeacanthocephala,Echinorhynchida,Cavisomatidae,Neorhadinorhynchus,"Gibson, D.; Wayland, M. (2021). World List of marine Acanthocephala. Neorhadinorhynchus atypicalis Amin & Ha, 2011. Accessed through: World Register of Marine Species at: http://www.marinespecies.org/aphia.php?p=taxdetails&id=850396 on 2021-07-16",urn:lsid:marinespecies.org:taxname:850396,1,1,NA,NA,NA,exact,2015-06-28T15:14:01.440Z
871884,http://www.marinespecies.org/aphia.php?p=taxdetails&id=871884,Neorhadinorhynchus basrahiensis,"Smales, Al-Hasson, Al-Hasson & Al-Azizz, 2015",accepted,NA,220,Species,871884,Neorhadinorhynchus basrahiensis,"Smales, Al-Hasson, Al-Hasson & Al-Azizz, 2015",20374,Animalia,Acanthocephala,Palaeacanthocephala,Echinorhynchida,Cavisomatidae,Neorhadinorhynchus,"Gibson, D.; Wayland, M. (2021). World List of marine Acanthocephala. Neorhadinorhynchus basrahiensis Smales, Al-Hasson, Al-Hasson & Al-Azizz, 2015. Accessed through: World Register of Marine Species at: http://www.marinespecies.org/aphia.php?p=taxdetails&id=871884 on 2021-07-16",urn:lsid:marinespecies.org:taxname:871884,1,NA,NA,NA,NA,exact,2016-03-15T08:47:07.433Z
448892,http://www.marinespecies.org/aphia.php?p=taxdetails&id=448892,Neorhadinorhynchus macrospinosus,"Amin & Nahhas, 1994",accepted,NA,220,Species,448892,Neorhadinorhynchus macrospinosus,"Amin & Nahhas, 1994",20374,Animalia,Acanthocephala,Palaeacanthocephala,Echinorhynchida,Cavisomatidae,Neorhadinorhynchus,"Gibson, D.; Wayland, M. (2021). World List of marine Acanthocephala. Neorhadinorhynchus macrospinosus Amin & Nahhas, 1994. Accessed through: World Register of Marine Species at: http://www.marinespecies.org/aphia.php?p=taxdetails&id=448892 on 2021-07-16",urn:lsid:marinespecies.org:taxname:448892,1,NA,NA,NA,NA,exact,2016-03-31T17:36:43.700Z
448893,http://www.marinespecies.org/aphia.php?p=taxdetails&id=448893,Neorhadinorhynchus madagascariensis,"Golvan, 1969",accepted,NA,220,Species,448893,Neorhadinorhynchus madagascariensis,"Golvan, 1969",20374,Animalia,Acanthocephala,Palaeacanthocephala,Echinorhynchida,Cavisomatidae,Neorhadinorhynchus,"Gibson, D.; Wayland, M. (2021). World List of marine Acanthocephala. Neorhadinorhynchus madagascariensis Golvan, 1969. Accessed through: World Register of Marine Species at: http://www.marinespecies.org/aphia.php?p=taxdetails&id=448893 on 2021-07-16",urn:lsid:marinespecies.org:taxname:448893,1,NA,NA,NA,NA,exact,2016-03-31T17:36:43.700Z
100628,http://www.marinespecies.org/aphia.php?p=taxdetails&id=100628,Neorhadinorhynchus myctophumi,"Mordvilkova, 1988",accepted,NA,220,Species,100628,Neorhadinorhynchus myctophumi,"Mordvilkova, 1988",20374,Animalia,Acanthocephala,Palaeacanthocephala,Echinorhynchida,Cavisomatidae,Neorhadinorhynchus,"Gibson, D.; Wayland, M. (2021). World List of marine Acanthocephala. Neorhadinorhynchus myctophumi Mordvilkova, 1988. Accessed through: World Register of Marine Species at: http://www.marinespecies.org/aphia.php?p=taxdetails&id=100628 on 2021-07-16",urn:lsid:marinespecies.org:taxname:100628,1,NA,NA,NA,NA,exact,2016-03-31T17:36:43.700Z
1255561,http://www.marinespecies.org/aphia.php?p=taxdetails&id=1255561,Neorhadinorhynchus nudum,"(Harada, 1938) Yamaguti, 1939",unaccepted,Malformed suffix,220,Species,448894,Neorhadinorhynchus nudus,"(Harada, 1938) Yamaguti, 1939",20374,Animalia,Acanthocephala,Palaeacanthocephala,Echinorhynchida,Cavisomatidae,Neorhadinorhynchus,"Gibson, D.; Wayland, M. (2021). World List of marine Acanthocephala. Neorhadinorhynchus nudum (Harada, 1938) Yamaguti, 1939. Accessed through: World Register of Marine Species at: http://www.marinespecies.org/aphia.php?p=taxdetails&id=1255561 on 2021-07-16",urn:lsid:marinespecies.org:taxname:1255561,1,NA,NA,NA,NA,exact,2018-05-30T18:09:45.540Z
448894,http://www.marinespecies.org/aphia.php?p=taxdetails&id=448894,Neorhadinorhynchus nudus,"(Harada, 1938) Yamaguti, 1939",accepted,NA,220,Species,448894,Neorhadinorhynchus nudus,"(Harada, 1938) Yamaguti, 1939",20374,Animalia,Acanthocephala,Palaeacanthocephala,Echinorhynchida,Cavisomatidae,Neorhadinorhynchus,"Gibson, D.; Wayland, M. (2021). World List of marine Acanthocephala. Neorhadinorhynchus nudus (Harada, 1938) Yamaguti, 1939. Accessed through: World Register of Marine Species at: http://www.marinespecies.org/aphia.php?p=taxdetails&id=448894 on 2021-07-16",urn:lsid:marinespecies.org:taxname:448894,1,NA,NA,NA,NA,exact,2018-05-30T15:49:05.960Z
1322440,http://www.marinespecies.org/aphia.php?p=taxdetails&id=1322440,Neorhadinorhynchus robustum,"(Edmonds, 1964)",unaccepted,Malformed suffix,220,Species,448903,Sclerocollum robustum,"(Edmonds, 1964) Schmidt & Paperna, 1978",20374,Animalia,Acanthocephala,Palaeacanthocephala,Echinorhynchida,Cavisomatidae,Neorhadinorhynchus,"Gibson, D.; Wayland, M. (2021). World List of marine Acanthocephala. Neorhadinorhynchus robustum (Edmonds, 1964). Accessed through: World Register of Marine Species at: http://www.marinespecies.org/aphia.php?p=taxdetails&id=1322440 on 2021-07-16",urn:lsid:marinespecies.org:taxname:1322440,1,NA,NA,NA,NA,exact,2019-01-23T18:46:37.467Z
